location,temperature,categories,premise,hypothesis
noloc,-36,slightly hot,It is -36 degrees.,It is slightly hot.
noloc,-36,very hot,It is -36 degrees.,It is very hot.
noloc,-36,extremely hot,It is -36 degrees.,It is extremely hot.
noloc,-35,warm,It is -35 degrees.,It is warm.
noloc,-35,very warm,It is -35 degrees.,It is very warm.
noloc,-35,extremely warm,It is -35 degrees.,It is extremely warm.
noloc,-35,hot,It is -35 degrees.,It is hot.
noloc,-35,slightly hot,It is -35 degrees.,It is slightly hot.
noloc,-35,very hot,It is -35 degrees.,It is very hot.
noloc,-35,extremely hot,It is -35 degrees.,It is extremely hot.
noloc,-34,warm,It is -34 degrees.,It is warm.
noloc,-34,very warm,It is -34 degrees.,It is very warm.
noloc,-34,extremely warm,It is -34 degrees.,It is extremely warm.
noloc,-34,hot,It is -34 degrees.,It is hot.
noloc,-34,slightly hot,It is -34 degrees.,It is slightly hot.
noloc,-34,very hot,It is -34 degrees.,It is very hot.
noloc,-34,extremely hot,It is -34 degrees.,It is extremely hot.
noloc,-33,warm,It is -33 degrees.,It is warm.
noloc,-33,very warm,It is -33 degrees.,It is very warm.
noloc,-33,extremely warm,It is -33 degrees.,It is extremely warm.
noloc,-33,hot,It is -33 degrees.,It is hot.
noloc,-33,slightly hot,It is -33 degrees.,It is slightly hot.
noloc,-33,very hot,It is -33 degrees.,It is very hot.
noloc,-33,extremely hot,It is -33 degrees.,It is extremely hot.
noloc,-32,warm,It is -32 degrees.,It is warm.
noloc,-32,very warm,It is -32 degrees.,It is very warm.
noloc,-32,extremely warm,It is -32 degrees.,It is extremely warm.
noloc,-32,hot,It is -32 degrees.,It is hot.
noloc,-32,slightly hot,It is -32 degrees.,It is slightly hot.
noloc,-32,very hot,It is -32 degrees.,It is very hot.
noloc,-32,extremely hot,It is -32 degrees.,It is extremely hot.
noloc,-31,warm,It is -31 degrees.,It is warm.
noloc,-31,very warm,It is -31 degrees.,It is very warm.
noloc,-31,extremely warm,It is -31 degrees.,It is extremely warm.
noloc,-31,hot,It is -31 degrees.,It is hot.
noloc,-31,slightly hot,It is -31 degrees.,It is slightly hot.
noloc,-31,very hot,It is -31 degrees.,It is very hot.
noloc,-31,extremely hot,It is -31 degrees.,It is extremely hot.
noloc,-30,warm,It is -30 degrees.,It is warm.
noloc,-30,very warm,It is -30 degrees.,It is very warm.
noloc,-30,extremely warm,It is -30 degrees.,It is extremely warm.
noloc,-30,hot,It is -30 degrees.,It is hot.
noloc,-30,slightly hot,It is -30 degrees.,It is slightly hot.
noloc,-30,very hot,It is -30 degrees.,It is very hot.
noloc,-30,extremely hot,It is -30 degrees.,It is extremely hot.
noloc,-29,warm,It is -29 degrees.,It is warm.
noloc,-29,very warm,It is -29 degrees.,It is very warm.
noloc,-29,extremely warm,It is -29 degrees.,It is extremely warm.
noloc,-29,hot,It is -29 degrees.,It is hot.
noloc,-29,slightly hot,It is -29 degrees.,It is slightly hot.
noloc,-29,very hot,It is -29 degrees.,It is very hot.
noloc,-29,extremely hot,It is -29 degrees.,It is extremely hot.
noloc,-28,warm,It is -28 degrees.,It is warm.
noloc,-28,very warm,It is -28 degrees.,It is very warm.
noloc,-28,extremely warm,It is -28 degrees.,It is extremely warm.
noloc,-28,hot,It is -28 degrees.,It is hot.
noloc,-28,slightly hot,It is -28 degrees.,It is slightly hot.
noloc,-28,very hot,It is -28 degrees.,It is very hot.
noloc,-28,extremely hot,It is -28 degrees.,It is extremely hot.
noloc,-27,warm,It is -27 degrees.,It is warm.
noloc,-27,very warm,It is -27 degrees.,It is very warm.
noloc,-27,extremely warm,It is -27 degrees.,It is extremely warm.
noloc,-27,hot,It is -27 degrees.,It is hot.
noloc,-27,slightly hot,It is -27 degrees.,It is slightly hot.
noloc,-27,very hot,It is -27 degrees.,It is very hot.
noloc,-27,extremely hot,It is -27 degrees.,It is extremely hot.
noloc,-26,warm,It is -26 degrees.,It is warm.
noloc,-26,very warm,It is -26 degrees.,It is very warm.
noloc,-26,extremely warm,It is -26 degrees.,It is extremely warm.
noloc,-26,hot,It is -26 degrees.,It is hot.
noloc,-26,slightly hot,It is -26 degrees.,It is slightly hot.
noloc,-26,very hot,It is -26 degrees.,It is very hot.
noloc,-26,extremely hot,It is -26 degrees.,It is extremely hot.
noloc,-25,warm,It is -25 degrees.,It is warm.
noloc,-25,very warm,It is -25 degrees.,It is very warm.
noloc,-25,extremely warm,It is -25 degrees.,It is extremely warm.
noloc,-25,hot,It is -25 degrees.,It is hot.
noloc,-25,slightly hot,It is -25 degrees.,It is slightly hot.
noloc,-25,very hot,It is -25 degrees.,It is very hot.
noloc,-25,extremely hot,It is -25 degrees.,It is extremely hot.
noloc,-24,warm,It is -24 degrees.,It is warm.
noloc,-24,very warm,It is -24 degrees.,It is very warm.
noloc,-24,extremely warm,It is -24 degrees.,It is extremely warm.
noloc,-24,hot,It is -24 degrees.,It is hot.
noloc,-24,slightly hot,It is -24 degrees.,It is slightly hot.
noloc,-24,very hot,It is -24 degrees.,It is very hot.
noloc,-24,extremely hot,It is -24 degrees.,It is extremely hot.
noloc,-23,warm,It is -23 degrees.,It is warm.
noloc,-23,very warm,It is -23 degrees.,It is very warm.
noloc,-23,extremely warm,It is -23 degrees.,It is extremely warm.
noloc,-23,hot,It is -23 degrees.,It is hot.
noloc,-23,slightly hot,It is -23 degrees.,It is slightly hot.
noloc,-23,very hot,It is -23 degrees.,It is very hot.
noloc,-23,extremely hot,It is -23 degrees.,It is extremely hot.
noloc,-22,warm,It is -22 degrees.,It is warm.
noloc,-22,very warm,It is -22 degrees.,It is very warm.
noloc,-22,extremely warm,It is -22 degrees.,It is extremely warm.
noloc,-22,hot,It is -22 degrees.,It is hot.
noloc,-22,slightly hot,It is -22 degrees.,It is slightly hot.
noloc,-22,very hot,It is -22 degrees.,It is very hot.
noloc,-22,extremely hot,It is -22 degrees.,It is extremely hot.
noloc,-21,warm,It is -21 degrees.,It is warm.
noloc,-21,very warm,It is -21 degrees.,It is very warm.
noloc,-21,extremely warm,It is -21 degrees.,It is extremely warm.
noloc,-21,hot,It is -21 degrees.,It is hot.
noloc,-21,slightly hot,It is -21 degrees.,It is slightly hot.
noloc,-21,very hot,It is -21 degrees.,It is very hot.
noloc,-21,extremely hot,It is -21 degrees.,It is extremely hot.
noloc,-20,warm,It is -20 degrees.,It is warm.
noloc,-20,very warm,It is -20 degrees.,It is very warm.
noloc,-20,extremely warm,It is -20 degrees.,It is extremely warm.
noloc,-20,hot,It is -20 degrees.,It is hot.
noloc,-20,slightly hot,It is -20 degrees.,It is slightly hot.
noloc,-20,very hot,It is -20 degrees.,It is very hot.
noloc,-20,extremely hot,It is -20 degrees.,It is extremely hot.
noloc,-19,warm,It is -19 degrees.,It is warm.
noloc,-19,very warm,It is -19 degrees.,It is very warm.
noloc,-19,extremely warm,It is -19 degrees.,It is extremely warm.
noloc,-19,hot,It is -19 degrees.,It is hot.
noloc,-19,slightly hot,It is -19 degrees.,It is slightly hot.
noloc,-19,very hot,It is -19 degrees.,It is very hot.
noloc,-19,extremely hot,It is -19 degrees.,It is extremely hot.
noloc,-18,warm,It is -18 degrees.,It is warm.
noloc,-18,very warm,It is -18 degrees.,It is very warm.
noloc,-18,extremely warm,It is -18 degrees.,It is extremely warm.
noloc,-18,hot,It is -18 degrees.,It is hot.
noloc,-18,slightly hot,It is -18 degrees.,It is slightly hot.
noloc,-18,very hot,It is -18 degrees.,It is very hot.
noloc,-18,extremely hot,It is -18 degrees.,It is extremely hot.
noloc,-17,warm,It is -17 degrees.,It is warm.
noloc,-17,very warm,It is -17 degrees.,It is very warm.
noloc,-17,extremely warm,It is -17 degrees.,It is extremely warm.
noloc,-17,hot,It is -17 degrees.,It is hot.
noloc,-17,slightly hot,It is -17 degrees.,It is slightly hot.
noloc,-17,very hot,It is -17 degrees.,It is very hot.
noloc,-17,extremely hot,It is -17 degrees.,It is extremely hot.
noloc,-16,warm,It is -16 degrees.,It is warm.
noloc,-16,very warm,It is -16 degrees.,It is very warm.
noloc,-16,extremely warm,It is -16 degrees.,It is extremely warm.
noloc,-16,hot,It is -16 degrees.,It is hot.
noloc,-16,slightly hot,It is -16 degrees.,It is slightly hot.
noloc,-16,very hot,It is -16 degrees.,It is very hot.
noloc,-16,extremely hot,It is -16 degrees.,It is extremely hot.
noloc,-15,warm,It is -15 degrees.,It is warm.
noloc,-15,very warm,It is -15 degrees.,It is very warm.
noloc,-15,extremely warm,It is -15 degrees.,It is extremely warm.
noloc,-15,hot,It is -15 degrees.,It is hot.
noloc,-15,slightly hot,It is -15 degrees.,It is slightly hot.
noloc,-15,very hot,It is -15 degrees.,It is very hot.
noloc,-15,extremely hot,It is -15 degrees.,It is extremely hot.
noloc,-14,warm,It is -14 degrees.,It is warm.
noloc,-14,very warm,It is -14 degrees.,It is very warm.
noloc,-14,extremely warm,It is -14 degrees.,It is extremely warm.
noloc,-14,hot,It is -14 degrees.,It is hot.
noloc,-14,slightly hot,It is -14 degrees.,It is slightly hot.
noloc,-14,very hot,It is -14 degrees.,It is very hot.
noloc,-14,extremely hot,It is -14 degrees.,It is extremely hot.
noloc,-13,warm,It is -13 degrees.,It is warm.
noloc,-13,very warm,It is -13 degrees.,It is very warm.
noloc,-13,extremely warm,It is -13 degrees.,It is extremely warm.
noloc,-13,hot,It is -13 degrees.,It is hot.
noloc,-13,slightly hot,It is -13 degrees.,It is slightly hot.
noloc,-13,very hot,It is -13 degrees.,It is very hot.
noloc,-13,extremely hot,It is -13 degrees.,It is extremely hot.
noloc,-12,warm,It is -12 degrees.,It is warm.
noloc,-12,very warm,It is -12 degrees.,It is very warm.
noloc,-12,extremely warm,It is -12 degrees.,It is extremely warm.
noloc,-12,hot,It is -12 degrees.,It is hot.
noloc,-12,slightly hot,It is -12 degrees.,It is slightly hot.
noloc,-12,very hot,It is -12 degrees.,It is very hot.
noloc,-12,extremely hot,It is -12 degrees.,It is extremely hot.
noloc,-11,warm,It is -11 degrees.,It is warm.
noloc,-11,very warm,It is -11 degrees.,It is very warm.
noloc,-11,extremely warm,It is -11 degrees.,It is extremely warm.
noloc,-11,hot,It is -11 degrees.,It is hot.
noloc,-11,slightly hot,It is -11 degrees.,It is slightly hot.
noloc,-11,very hot,It is -11 degrees.,It is very hot.
noloc,-11,extremely hot,It is -11 degrees.,It is extremely hot.
noloc,-10,warm,It is -10 degrees.,It is warm.
noloc,-10,very warm,It is -10 degrees.,It is very warm.
noloc,-10,extremely warm,It is -10 degrees.,It is extremely warm.
noloc,-10,hot,It is -10 degrees.,It is hot.
noloc,-10,slightly hot,It is -10 degrees.,It is slightly hot.
noloc,-10,very hot,It is -10 degrees.,It is very hot.
noloc,-10,extremely hot,It is -10 degrees.,It is extremely hot.
noloc,-9,warm,It is -9 degrees.,It is warm.
noloc,-9,very warm,It is -9 degrees.,It is very warm.
noloc,-9,extremely warm,It is -9 degrees.,It is extremely warm.
noloc,-9,hot,It is -9 degrees.,It is hot.
noloc,-9,slightly hot,It is -9 degrees.,It is slightly hot.
noloc,-9,very hot,It is -9 degrees.,It is very hot.
noloc,-9,extremely hot,It is -9 degrees.,It is extremely hot.
noloc,-8,warm,It is -8 degrees.,It is warm.
noloc,-8,very warm,It is -8 degrees.,It is very warm.
noloc,-8,extremely warm,It is -8 degrees.,It is extremely warm.
noloc,-8,hot,It is -8 degrees.,It is hot.
noloc,-8,slightly hot,It is -8 degrees.,It is slightly hot.
noloc,-8,very hot,It is -8 degrees.,It is very hot.
noloc,-8,extremely hot,It is -8 degrees.,It is extremely hot.
noloc,-7,warm,It is -7 degrees.,It is warm.
noloc,-7,very warm,It is -7 degrees.,It is very warm.
noloc,-7,extremely warm,It is -7 degrees.,It is extremely warm.
noloc,-7,hot,It is -7 degrees.,It is hot.
noloc,-7,slightly hot,It is -7 degrees.,It is slightly hot.
noloc,-7,very hot,It is -7 degrees.,It is very hot.
noloc,-7,extremely hot,It is -7 degrees.,It is extremely hot.
noloc,-6,warm,It is -6 degrees.,It is warm.
noloc,-6,very warm,It is -6 degrees.,It is very warm.
noloc,-6,extremely warm,It is -6 degrees.,It is extremely warm.
noloc,-6,hot,It is -6 degrees.,It is hot.
noloc,-6,slightly hot,It is -6 degrees.,It is slightly hot.
noloc,-6,very hot,It is -6 degrees.,It is very hot.
noloc,-6,extremely hot,It is -6 degrees.,It is extremely hot.
noloc,-5,warm,It is -5 degrees.,It is warm.
noloc,-5,very warm,It is -5 degrees.,It is very warm.
noloc,-5,extremely warm,It is -5 degrees.,It is extremely warm.
noloc,-5,hot,It is -5 degrees.,It is hot.
noloc,-5,slightly hot,It is -5 degrees.,It is slightly hot.
noloc,-5,very hot,It is -5 degrees.,It is very hot.
noloc,-5,extremely hot,It is -5 degrees.,It is extremely hot.
noloc,-4,warm,It is -4 degrees.,It is warm.
noloc,-4,very warm,It is -4 degrees.,It is very warm.
noloc,-4,extremely warm,It is -4 degrees.,It is extremely warm.
noloc,-4,hot,It is -4 degrees.,It is hot.
noloc,-4,slightly hot,It is -4 degrees.,It is slightly hot.
noloc,-4,very hot,It is -4 degrees.,It is very hot.
noloc,-4,extremely hot,It is -4 degrees.,It is extremely hot.
noloc,-3,warm,It is -3 degrees.,It is warm.
noloc,-3,very warm,It is -3 degrees.,It is very warm.
noloc,-3,extremely warm,It is -3 degrees.,It is extremely warm.
noloc,-3,hot,It is -3 degrees.,It is hot.
noloc,-3,slightly hot,It is -3 degrees.,It is slightly hot.
noloc,-3,very hot,It is -3 degrees.,It is very hot.
noloc,-3,extremely hot,It is -3 degrees.,It is extremely hot.
noloc,-2,warm,It is -2 degrees.,It is warm.
noloc,-2,very warm,It is -2 degrees.,It is very warm.
noloc,-2,extremely warm,It is -2 degrees.,It is extremely warm.
noloc,-2,hot,It is -2 degrees.,It is hot.
noloc,-2,slightly hot,It is -2 degrees.,It is slightly hot.
noloc,-2,very hot,It is -2 degrees.,It is very hot.
noloc,-2,extremely hot,It is -2 degrees.,It is extremely hot.
noloc,-1,warm,It is -1 degrees.,It is warm.
noloc,-1,very warm,It is -1 degrees.,It is very warm.
noloc,-1,extremely warm,It is -1 degrees.,It is extremely warm.
noloc,-1,hot,It is -1 degrees.,It is hot.
noloc,-1,slightly hot,It is -1 degrees.,It is slightly hot.
noloc,-1,very hot,It is -1 degrees.,It is very hot.
noloc,-1,extremely hot,It is -1 degrees.,It is extremely hot.
noloc,0,warm,It is 0 degrees.,It is warm.
noloc,0,very warm,It is 0 degrees.,It is very warm.
noloc,0,extremely warm,It is 0 degrees.,It is extremely warm.
noloc,0,hot,It is 0 degrees.,It is hot.
noloc,0,slightly hot,It is 0 degrees.,It is slightly hot.
noloc,0,very hot,It is 0 degrees.,It is very hot.
noloc,0,extremely hot,It is 0 degrees.,It is extremely hot.
noloc,1,warm,It is 1 degrees.,It is warm.
noloc,1,very warm,It is 1 degrees.,It is very warm.
noloc,1,extremely warm,It is 1 degrees.,It is extremely warm.
noloc,1,hot,It is 1 degrees.,It is hot.
noloc,1,slightly hot,It is 1 degrees.,It is slightly hot.
noloc,1,very hot,It is 1 degrees.,It is very hot.
noloc,1,extremely hot,It is 1 degrees.,It is extremely hot.
noloc,2,warm,It is 2 degrees.,It is warm.
noloc,2,very warm,It is 2 degrees.,It is very warm.
noloc,2,extremely warm,It is 2 degrees.,It is extremely warm.
noloc,2,hot,It is 2 degrees.,It is hot.
noloc,2,slightly hot,It is 2 degrees.,It is slightly hot.
noloc,2,very hot,It is 2 degrees.,It is very hot.
noloc,2,extremely hot,It is 2 degrees.,It is extremely hot.
noloc,3,warm,It is 3 degrees.,It is warm.
noloc,3,very warm,It is 3 degrees.,It is very warm.
noloc,3,extremely warm,It is 3 degrees.,It is extremely warm.
noloc,3,hot,It is 3 degrees.,It is hot.
noloc,3,slightly hot,It is 3 degrees.,It is slightly hot.
noloc,3,very hot,It is 3 degrees.,It is very hot.
noloc,3,extremely hot,It is 3 degrees.,It is extremely hot.
noloc,4,warm,It is 4 degrees.,It is warm.
noloc,4,very warm,It is 4 degrees.,It is very warm.
noloc,4,extremely warm,It is 4 degrees.,It is extremely warm.
noloc,4,hot,It is 4 degrees.,It is hot.
noloc,4,slightly hot,It is 4 degrees.,It is slightly hot.
noloc,4,very hot,It is 4 degrees.,It is very hot.
noloc,4,extremely hot,It is 4 degrees.,It is extremely hot.
noloc,5,warm,It is 5 degrees.,It is warm.
noloc,5,very warm,It is 5 degrees.,It is very warm.
noloc,5,extremely warm,It is 5 degrees.,It is extremely warm.
noloc,5,hot,It is 5 degrees.,It is hot.
noloc,5,slightly hot,It is 5 degrees.,It is slightly hot.
noloc,5,very hot,It is 5 degrees.,It is very hot.
noloc,5,extremely hot,It is 5 degrees.,It is extremely hot.
noloc,6,warm,It is 6 degrees.,It is warm.
noloc,6,very warm,It is 6 degrees.,It is very warm.
noloc,6,extremely warm,It is 6 degrees.,It is extremely warm.
noloc,6,hot,It is 6 degrees.,It is hot.
noloc,6,slightly hot,It is 6 degrees.,It is slightly hot.
noloc,6,very hot,It is 6 degrees.,It is very hot.
noloc,6,extremely hot,It is 6 degrees.,It is extremely hot.
noloc,7,warm,It is 7 degrees.,It is warm.
noloc,7,very warm,It is 7 degrees.,It is very warm.
noloc,7,extremely warm,It is 7 degrees.,It is extremely warm.
noloc,7,hot,It is 7 degrees.,It is hot.
noloc,7,slightly hot,It is 7 degrees.,It is slightly hot.
noloc,7,very hot,It is 7 degrees.,It is very hot.
noloc,7,extremely hot,It is 7 degrees.,It is extremely hot.
noloc,8,warm,It is 8 degrees.,It is warm.
noloc,8,very warm,It is 8 degrees.,It is very warm.
noloc,8,extremely warm,It is 8 degrees.,It is extremely warm.
noloc,8,hot,It is 8 degrees.,It is hot.
noloc,8,slightly hot,It is 8 degrees.,It is slightly hot.
noloc,8,very hot,It is 8 degrees.,It is very hot.
noloc,8,extremely hot,It is 8 degrees.,It is extremely hot.
noloc,9,warm,It is 9 degrees.,It is warm.
noloc,9,very warm,It is 9 degrees.,It is very warm.
noloc,9,extremely warm,It is 9 degrees.,It is extremely warm.
noloc,9,hot,It is 9 degrees.,It is hot.
noloc,9,slightly hot,It is 9 degrees.,It is slightly hot.
noloc,9,very hot,It is 9 degrees.,It is very hot.
noloc,9,extremely hot,It is 9 degrees.,It is extremely hot.
noloc,10,warm,It is 10 degrees.,It is warm.
noloc,10,very warm,It is 10 degrees.,It is very warm.
noloc,10,extremely warm,It is 10 degrees.,It is extremely warm.
noloc,10,hot,It is 10 degrees.,It is hot.
noloc,10,slightly hot,It is 10 degrees.,It is slightly hot.
noloc,10,very hot,It is 10 degrees.,It is very hot.
noloc,10,extremely hot,It is 10 degrees.,It is extremely hot.
noloc,11,warm,It is 11 degrees.,It is warm.
noloc,11,very warm,It is 11 degrees.,It is very warm.
noloc,11,extremely warm,It is 11 degrees.,It is extremely warm.
noloc,11,hot,It is 11 degrees.,It is hot.
noloc,11,slightly hot,It is 11 degrees.,It is slightly hot.
noloc,11,very hot,It is 11 degrees.,It is very hot.
noloc,11,extremely hot,It is 11 degrees.,It is extremely hot.
noloc,12,warm,It is 12 degrees.,It is warm.
noloc,12,very warm,It is 12 degrees.,It is very warm.
noloc,12,extremely warm,It is 12 degrees.,It is extremely warm.
noloc,12,hot,It is 12 degrees.,It is hot.
noloc,12,slightly hot,It is 12 degrees.,It is slightly hot.
noloc,12,very hot,It is 12 degrees.,It is very hot.
noloc,12,extremely hot,It is 12 degrees.,It is extremely hot.
noloc,13,warm,It is 13 degrees.,It is warm.
noloc,13,very warm,It is 13 degrees.,It is very warm.
noloc,13,extremely warm,It is 13 degrees.,It is extremely warm.
noloc,13,hot,It is 13 degrees.,It is hot.
noloc,13,slightly hot,It is 13 degrees.,It is slightly hot.
noloc,13,very hot,It is 13 degrees.,It is very hot.
noloc,13,extremely hot,It is 13 degrees.,It is extremely hot.
noloc,14,warm,It is 14 degrees.,It is warm.
noloc,14,very warm,It is 14 degrees.,It is very warm.
noloc,14,extremely warm,It is 14 degrees.,It is extremely warm.
noloc,14,hot,It is 14 degrees.,It is hot.
noloc,14,slightly hot,It is 14 degrees.,It is slightly hot.
noloc,14,very hot,It is 14 degrees.,It is very hot.
noloc,14,extremely hot,It is 14 degrees.,It is extremely hot.
noloc,15,warm,It is 15 degrees.,It is warm.
noloc,15,very warm,It is 15 degrees.,It is very warm.
noloc,15,extremely warm,It is 15 degrees.,It is extremely warm.
noloc,15,hot,It is 15 degrees.,It is hot.
noloc,15,slightly hot,It is 15 degrees.,It is slightly hot.
noloc,15,very hot,It is 15 degrees.,It is very hot.
noloc,15,extremely hot,It is 15 degrees.,It is extremely hot.
noloc,16,warm,It is 16 degrees.,It is warm.
noloc,16,very warm,It is 16 degrees.,It is very warm.
noloc,16,extremely warm,It is 16 degrees.,It is extremely warm.
noloc,16,hot,It is 16 degrees.,It is hot.
noloc,16,slightly hot,It is 16 degrees.,It is slightly hot.
noloc,16,very hot,It is 16 degrees.,It is very hot.
noloc,16,extremely hot,It is 16 degrees.,It is extremely hot.
noloc,17,warm,It is 17 degrees.,It is warm.
noloc,17,very warm,It is 17 degrees.,It is very warm.
noloc,17,extremely warm,It is 17 degrees.,It is extremely warm.
noloc,17,hot,It is 17 degrees.,It is hot.
noloc,17,slightly hot,It is 17 degrees.,It is slightly hot.
noloc,17,very hot,It is 17 degrees.,It is very hot.
noloc,17,extremely hot,It is 17 degrees.,It is extremely hot.
noloc,18,warm,It is 18 degrees.,It is warm.
noloc,18,very warm,It is 18 degrees.,It is very warm.
noloc,18,extremely warm,It is 18 degrees.,It is extremely warm.
noloc,18,hot,It is 18 degrees.,It is hot.
noloc,18,slightly hot,It is 18 degrees.,It is slightly hot.
noloc,18,very hot,It is 18 degrees.,It is very hot.
noloc,18,extremely hot,It is 18 degrees.,It is extremely hot.
