name,feet,inches,categories,premise,hypothesis
Barbara,4,11,short,Barbara is short.,Barbara is 4 feet 11 inches.
Barbara,5,1,tall,Barbara is tall.,Barbara is 5 feet 1 inches.
Barbara,5,1,short,Barbara is short.,Barbara is 5 feet 1 inches.
Barbara,5,2,tall,Barbara is tall.,Barbara is 5 feet 2 inches.
Barbara,5,2,short,Barbara is short.,Barbara is 5 feet 2 inches.
Barbara,5,3,tall,Barbara is tall.,Barbara is 5 feet 3 inches.
Barbara,5,3,short,Barbara is short.,Barbara is 5 feet 3 inches.
Barbara,5,4,tall,Barbara is tall.,Barbara is 5 feet 4 inches.
Barbara,5,4,short,Barbara is short.,Barbara is 5 feet 4 inches.
Barbara,5,5,tall,Barbara is tall.,Barbara is 5 feet 5 inches.
Barbara,5,5,short,Barbara is short.,Barbara is 5 feet 5 inches.
Barbara,5,6,tall,Barbara is tall.,Barbara is 5 feet 6 inches.
Barbara,5,6,short,Barbara is short.,Barbara is 5 feet 6 inches.
Barbara,5,7,tall,Barbara is tall.,Barbara is 5 feet 7 inches.
Barbara,5,7,short,Barbara is short.,Barbara is 5 feet 7 inches.
Barbara,5,8,tall,Barbara is tall.,Barbara is 5 feet 8 inches.
Barbara,5,8,short,Barbara is short.,Barbara is 5 feet 8 inches.
Barbara,5,9,tall,Barbara is tall.,Barbara is 5 feet 9 inches.
Barbara,5,9,short,Barbara is short.,Barbara is 5 feet 9 inches.
Barbara,5,10,tall,Barbara is tall.,Barbara is 5 feet 10 inches.
Barbara,5,10,short,Barbara is short.,Barbara is 5 feet 10 inches.
Barbara,5,11,tall,Barbara is tall.,Barbara is 5 feet 11 inches.
Barbara,5,11,short,Barbara is short.,Barbara is 5 feet 11 inches.
Barbara,6,1,tall,Barbara is tall.,Barbara is 6 feet 1 inches.
Barbara,6,1,short,Barbara is short.,Barbara is 6 feet 1 inches.
Barbara,6,2,tall,Barbara is tall.,Barbara is 6 feet 2 inches.
Barbara,6,2,short,Barbara is short.,Barbara is 6 feet 2 inches.
Barbara,6,3,tall,Barbara is tall.,Barbara is 6 feet 3 inches.
Barbara,6,3,short,Barbara is short.,Barbara is 6 feet 3 inches.
Barbara,6,4,tall,Barbara is tall.,Barbara is 6 feet 4 inches.
Barbara,6,4,short,Barbara is short.,Barbara is 6 feet 4 inches.
Barbara,6,5,tall,Barbara is tall.,Barbara is 6 feet 5 inches.
Barbara,6,5,short,Barbara is short.,Barbara is 6 feet 5 inches.
Barbara,6,6,tall,Barbara is tall.,Barbara is 6 feet 6 inches.
Barbara,6,6,short,Barbara is short.,Barbara is 6 feet 6 inches.
Barbara,6,7,tall,Barbara is tall.,Barbara is 6 feet 7 inches.
Barbara,6,7,short,Barbara is short.,Barbara is 6 feet 7 inches.
Barbara,6,8,tall,Barbara is tall.,Barbara is 6 feet 8 inches.
Barbara,6,8,short,Barbara is short.,Barbara is 6 feet 8 inches.
Barbara,6,9,tall,Barbara is tall.,Barbara is 6 feet 9 inches.
Barbara,6,9,short,Barbara is short.,Barbara is 6 feet 9 inches.
Barbara,6,10,tall,Barbara is tall.,Barbara is 6 feet 10 inches.
Barbara,6,10,short,Barbara is short.,Barbara is 6 feet 10 inches.
Barbara,6,11,tall,Barbara is tall.,Barbara is 6 feet 11 inches.
Barbara,6,11,short,Barbara is short.,Barbara is 6 feet 11 inches.
Barbara,7,1,tall,Barbara is tall.,Barbara is 7 feet 1 inches.
Barbara,7,1,short,Barbara is short.,Barbara is 7 feet 1 inches.
Barbara,7,2,tall,Barbara is tall.,Barbara is 7 feet 2 inches.
Barbara,7,2,short,Barbara is short.,Barbara is 7 feet 2 inches.
Barbara,7,3,tall,Barbara is tall.,Barbara is 7 feet 3 inches.
Barbara,7,3,short,Barbara is short.,Barbara is 7 feet 3 inches.
Barbara,7,4,tall,Barbara is tall.,Barbara is 7 feet 4 inches.
Barbara,7,4,short,Barbara is short.,Barbara is 7 feet 4 inches.
Barbara,7,5,tall,Barbara is tall.,Barbara is 7 feet 5 inches.
Barbara,7,5,short,Barbara is short.,Barbara is 7 feet 5 inches.
Barbara,7,6,tall,Barbara is tall.,Barbara is 7 feet 6 inches.
Barbara,7,6,short,Barbara is short.,Barbara is 7 feet 6 inches.
Barbara,7,7,tall,Barbara is tall.,Barbara is 7 feet 7 inches.
Barbara,7,7,short,Barbara is short.,Barbara is 7 feet 7 inches.
Barbara,7,8,tall,Barbara is tall.,Barbara is 7 feet 8 inches.
Barbara,7,8,short,Barbara is short.,Barbara is 7 feet 8 inches.
Barbara,7,9,tall,Barbara is tall.,Barbara is 7 feet 9 inches.
Barbara,7,9,short,Barbara is short.,Barbara is 7 feet 9 inches.
Barbara,7,10,tall,Barbara is tall.,Barbara is 7 feet 10 inches.
Barbara,7,10,short,Barbara is short.,Barbara is 7 feet 10 inches.
Barbara,7,11,tall,Barbara is tall.,Barbara is 7 feet 11 inches.
Barbara,7,11,short,Barbara is short.,Barbara is 7 feet 11 inches.
Barbara,8,1,tall,Barbara is tall.,Barbara is 8 feet 1 inches.
Barbara,8,1,short,Barbara is short.,Barbara is 8 feet 1 inches.
Barbara,8,2,tall,Barbara is tall.,Barbara is 8 feet 2 inches.
Barbara,8,2,short,Barbara is short.,Barbara is 8 feet 2 inches.
Barbara,8,3,tall,Barbara is tall.,Barbara is 8 feet 3 inches.
Barbara,8,3,short,Barbara is short.,Barbara is 8 feet 3 inches.
Barbara,8,4,tall,Barbara is tall.,Barbara is 8 feet 4 inches.
Barbara,8,4,short,Barbara is short.,Barbara is 8 feet 4 inches.
Barbara,8,5,tall,Barbara is tall.,Barbara is 8 feet 5 inches.
Barbara,8,5,short,Barbara is short.,Barbara is 8 feet 5 inches.
Barbara,8,6,tall,Barbara is tall.,Barbara is 8 feet 6 inches.
Barbara,8,6,short,Barbara is short.,Barbara is 8 feet 6 inches.
Barbara,8,7,tall,Barbara is tall.,Barbara is 8 feet 7 inches.
Barbara,8,7,short,Barbara is short.,Barbara is 8 feet 7 inches.
Barbara,8,8,tall,Barbara is tall.,Barbara is 8 feet 8 inches.
Barbara,8,8,short,Barbara is short.,Barbara is 8 feet 8 inches.
Barbara,8,9,tall,Barbara is tall.,Barbara is 8 feet 9 inches.
Barbara,8,9,short,Barbara is short.,Barbara is 8 feet 9 inches.
Barbara,8,10,tall,Barbara is tall.,Barbara is 8 feet 10 inches.
Barbara,8,10,short,Barbara is short.,Barbara is 8 feet 10 inches.
Barbara,8,11,tall,Barbara is tall.,Barbara is 8 feet 11 inches.
Barbara,8,11,short,Barbara is short.,Barbara is 8 feet 11 inches.
Dorothy,2,1,tall,Dorothy is tall.,Dorothy is 2 feet 1 inches.
Dorothy,2,1,short,Dorothy is short.,Dorothy is 2 feet 1 inches.
Dorothy,2,2,tall,Dorothy is tall.,Dorothy is 2 feet 2 inches.
Dorothy,2,2,short,Dorothy is short.,Dorothy is 2 feet 2 inches.
Dorothy,2,3,tall,Dorothy is tall.,Dorothy is 2 feet 3 inches.
Dorothy,2,3,short,Dorothy is short.,Dorothy is 2 feet 3 inches.
Dorothy,2,4,tall,Dorothy is tall.,Dorothy is 2 feet 4 inches.
Dorothy,2,4,short,Dorothy is short.,Dorothy is 2 feet 4 inches.
Dorothy,2,5,tall,Dorothy is tall.,Dorothy is 2 feet 5 inches.
Dorothy,2,5,short,Dorothy is short.,Dorothy is 2 feet 5 inches.
Dorothy,2,6,tall,Dorothy is tall.,Dorothy is 2 feet 6 inches.
Dorothy,2,6,short,Dorothy is short.,Dorothy is 2 feet 6 inches.
Dorothy,2,7,tall,Dorothy is tall.,Dorothy is 2 feet 7 inches.
Dorothy,2,7,short,Dorothy is short.,Dorothy is 2 feet 7 inches.
Dorothy,2,8,tall,Dorothy is tall.,Dorothy is 2 feet 8 inches.
Dorothy,2,8,short,Dorothy is short.,Dorothy is 2 feet 8 inches.
Dorothy,2,9,tall,Dorothy is tall.,Dorothy is 2 feet 9 inches.
Dorothy,2,9,short,Dorothy is short.,Dorothy is 2 feet 9 inches.
Dorothy,2,10,tall,Dorothy is tall.,Dorothy is 2 feet 10 inches.
Dorothy,2,10,short,Dorothy is short.,Dorothy is 2 feet 10 inches.
Dorothy,2,11,tall,Dorothy is tall.,Dorothy is 2 feet 11 inches.
Dorothy,2,11,short,Dorothy is short.,Dorothy is 2 feet 11 inches.
Dorothy,3,1,tall,Dorothy is tall.,Dorothy is 3 feet 1 inches.
Dorothy,3,1,short,Dorothy is short.,Dorothy is 3 feet 1 inches.
Dorothy,3,2,tall,Dorothy is tall.,Dorothy is 3 feet 2 inches.
Dorothy,3,2,short,Dorothy is short.,Dorothy is 3 feet 2 inches.
Dorothy,3,3,tall,Dorothy is tall.,Dorothy is 3 feet 3 inches.
Dorothy,3,3,short,Dorothy is short.,Dorothy is 3 feet 3 inches.
Dorothy,3,4,tall,Dorothy is tall.,Dorothy is 3 feet 4 inches.
Dorothy,3,4,short,Dorothy is short.,Dorothy is 3 feet 4 inches.
Dorothy,3,5,tall,Dorothy is tall.,Dorothy is 3 feet 5 inches.
Dorothy,3,5,short,Dorothy is short.,Dorothy is 3 feet 5 inches.
Dorothy,3,6,tall,Dorothy is tall.,Dorothy is 3 feet 6 inches.
Dorothy,3,6,short,Dorothy is short.,Dorothy is 3 feet 6 inches.
Dorothy,3,7,tall,Dorothy is tall.,Dorothy is 3 feet 7 inches.
Dorothy,3,7,short,Dorothy is short.,Dorothy is 3 feet 7 inches.
Dorothy,3,8,tall,Dorothy is tall.,Dorothy is 3 feet 8 inches.
Dorothy,3,8,short,Dorothy is short.,Dorothy is 3 feet 8 inches.
Dorothy,3,9,tall,Dorothy is tall.,Dorothy is 3 feet 9 inches.
Dorothy,3,9,short,Dorothy is short.,Dorothy is 3 feet 9 inches.
Dorothy,3,10,tall,Dorothy is tall.,Dorothy is 3 feet 10 inches.
Dorothy,3,10,short,Dorothy is short.,Dorothy is 3 feet 10 inches.
Dorothy,3,11,tall,Dorothy is tall.,Dorothy is 3 feet 11 inches.
Dorothy,3,11,short,Dorothy is short.,Dorothy is 3 feet 11 inches.
Dorothy,4,1,tall,Dorothy is tall.,Dorothy is 4 feet 1 inches.
Dorothy,4,1,short,Dorothy is short.,Dorothy is 4 feet 1 inches.
Dorothy,4,2,tall,Dorothy is tall.,Dorothy is 4 feet 2 inches.
Dorothy,4,2,short,Dorothy is short.,Dorothy is 4 feet 2 inches.
Dorothy,4,3,tall,Dorothy is tall.,Dorothy is 4 feet 3 inches.
Dorothy,4,3,short,Dorothy is short.,Dorothy is 4 feet 3 inches.
Dorothy,4,4,tall,Dorothy is tall.,Dorothy is 4 feet 4 inches.
Dorothy,4,4,short,Dorothy is short.,Dorothy is 4 feet 4 inches.
Dorothy,4,5,tall,Dorothy is tall.,Dorothy is 4 feet 5 inches.
Dorothy,4,5,short,Dorothy is short.,Dorothy is 4 feet 5 inches.
Dorothy,4,6,tall,Dorothy is tall.,Dorothy is 4 feet 6 inches.
Dorothy,4,6,short,Dorothy is short.,Dorothy is 4 feet 6 inches.
Dorothy,4,7,tall,Dorothy is tall.,Dorothy is 4 feet 7 inches.
Dorothy,4,7,short,Dorothy is short.,Dorothy is 4 feet 7 inches.
Dorothy,4,8,tall,Dorothy is tall.,Dorothy is 4 feet 8 inches.
Dorothy,4,8,short,Dorothy is short.,Dorothy is 4 feet 8 inches.
Dorothy,4,9,tall,Dorothy is tall.,Dorothy is 4 feet 9 inches.
Dorothy,4,9,short,Dorothy is short.,Dorothy is 4 feet 9 inches.
Dorothy,4,10,tall,Dorothy is tall.,Dorothy is 4 feet 10 inches.
Dorothy,4,10,short,Dorothy is short.,Dorothy is 4 feet 10 inches.
Dorothy,4,11,tall,Dorothy is tall.,Dorothy is 4 feet 11 inches.
Dorothy,4,11,short,Dorothy is short.,Dorothy is 4 feet 11 inches.
Dorothy,5,1,tall,Dorothy is tall.,Dorothy is 5 feet 1 inches.
Dorothy,5,1,short,Dorothy is short.,Dorothy is 5 feet 1 inches.
Dorothy,5,2,tall,Dorothy is tall.,Dorothy is 5 feet 2 inches.
Dorothy,5,2,short,Dorothy is short.,Dorothy is 5 feet 2 inches.
Dorothy,5,3,tall,Dorothy is tall.,Dorothy is 5 feet 3 inches.
Dorothy,5,3,short,Dorothy is short.,Dorothy is 5 feet 3 inches.
Dorothy,5,4,tall,Dorothy is tall.,Dorothy is 5 feet 4 inches.
Dorothy,5,4,short,Dorothy is short.,Dorothy is 5 feet 4 inches.
Dorothy,5,5,tall,Dorothy is tall.,Dorothy is 5 feet 5 inches.
Dorothy,5,5,short,Dorothy is short.,Dorothy is 5 feet 5 inches.
Dorothy,5,6,tall,Dorothy is tall.,Dorothy is 5 feet 6 inches.
Dorothy,5,6,short,Dorothy is short.,Dorothy is 5 feet 6 inches.
Dorothy,5,7,tall,Dorothy is tall.,Dorothy is 5 feet 7 inches.
Dorothy,5,7,short,Dorothy is short.,Dorothy is 5 feet 7 inches.
Dorothy,5,8,tall,Dorothy is tall.,Dorothy is 5 feet 8 inches.
Dorothy,5,8,short,Dorothy is short.,Dorothy is 5 feet 8 inches.
Dorothy,5,9,tall,Dorothy is tall.,Dorothy is 5 feet 9 inches.
Dorothy,5,9,short,Dorothy is short.,Dorothy is 5 feet 9 inches.
Dorothy,5,10,tall,Dorothy is tall.,Dorothy is 5 feet 10 inches.
Dorothy,5,10,short,Dorothy is short.,Dorothy is 5 feet 10 inches.
Dorothy,5,11,tall,Dorothy is tall.,Dorothy is 5 feet 11 inches.
Dorothy,5,11,short,Dorothy is short.,Dorothy is 5 feet 11 inches.
Dorothy,6,1,tall,Dorothy is tall.,Dorothy is 6 feet 1 inches.
Dorothy,6,1,short,Dorothy is short.,Dorothy is 6 feet 1 inches.
Dorothy,6,2,tall,Dorothy is tall.,Dorothy is 6 feet 2 inches.
Dorothy,6,2,short,Dorothy is short.,Dorothy is 6 feet 2 inches.
Dorothy,6,3,tall,Dorothy is tall.,Dorothy is 6 feet 3 inches.
Dorothy,6,3,short,Dorothy is short.,Dorothy is 6 feet 3 inches.
Dorothy,6,4,tall,Dorothy is tall.,Dorothy is 6 feet 4 inches.
Dorothy,6,4,short,Dorothy is short.,Dorothy is 6 feet 4 inches.
Dorothy,6,5,tall,Dorothy is tall.,Dorothy is 6 feet 5 inches.
Dorothy,6,5,short,Dorothy is short.,Dorothy is 6 feet 5 inches.
Dorothy,6,6,tall,Dorothy is tall.,Dorothy is 6 feet 6 inches.
Dorothy,6,6,short,Dorothy is short.,Dorothy is 6 feet 6 inches.
Dorothy,6,7,tall,Dorothy is tall.,Dorothy is 6 feet 7 inches.
Dorothy,6,7,short,Dorothy is short.,Dorothy is 6 feet 7 inches.
Dorothy,6,8,tall,Dorothy is tall.,Dorothy is 6 feet 8 inches.
Dorothy,6,8,short,Dorothy is short.,Dorothy is 6 feet 8 inches.
Dorothy,6,9,tall,Dorothy is tall.,Dorothy is 6 feet 9 inches.
Dorothy,6,9,short,Dorothy is short.,Dorothy is 6 feet 9 inches.
Dorothy,6,10,tall,Dorothy is tall.,Dorothy is 6 feet 10 inches.
Dorothy,6,10,short,Dorothy is short.,Dorothy is 6 feet 10 inches.
Dorothy,6,11,tall,Dorothy is tall.,Dorothy is 6 feet 11 inches.
Dorothy,6,11,short,Dorothy is short.,Dorothy is 6 feet 11 inches.
Dorothy,7,1,tall,Dorothy is tall.,Dorothy is 7 feet 1 inches.
Dorothy,7,1,short,Dorothy is short.,Dorothy is 7 feet 1 inches.
Dorothy,7,2,tall,Dorothy is tall.,Dorothy is 7 feet 2 inches.
Dorothy,7,2,short,Dorothy is short.,Dorothy is 7 feet 2 inches.
Dorothy,7,3,tall,Dorothy is tall.,Dorothy is 7 feet 3 inches.
Dorothy,7,3,short,Dorothy is short.,Dorothy is 7 feet 3 inches.
Dorothy,7,4,tall,Dorothy is tall.,Dorothy is 7 feet 4 inches.
Dorothy,7,4,short,Dorothy is short.,Dorothy is 7 feet 4 inches.
Dorothy,7,5,tall,Dorothy is tall.,Dorothy is 7 feet 5 inches.
Dorothy,7,5,short,Dorothy is short.,Dorothy is 7 feet 5 inches.
Dorothy,7,6,tall,Dorothy is tall.,Dorothy is 7 feet 6 inches.
Dorothy,7,6,short,Dorothy is short.,Dorothy is 7 feet 6 inches.
Dorothy,7,7,tall,Dorothy is tall.,Dorothy is 7 feet 7 inches.
Dorothy,7,7,short,Dorothy is short.,Dorothy is 7 feet 7 inches.
Dorothy,7,8,tall,Dorothy is tall.,Dorothy is 7 feet 8 inches.
Dorothy,7,8,short,Dorothy is short.,Dorothy is 7 feet 8 inches.
Dorothy,7,9,tall,Dorothy is tall.,Dorothy is 7 feet 9 inches.
Dorothy,7,9,short,Dorothy is short.,Dorothy is 7 feet 9 inches.
Dorothy,7,10,tall,Dorothy is tall.,Dorothy is 7 feet 10 inches.
Dorothy,7,10,short,Dorothy is short.,Dorothy is 7 feet 10 inches.
Dorothy,7,11,tall,Dorothy is tall.,Dorothy is 7 feet 11 inches.
Dorothy,7,11,short,Dorothy is short.,Dorothy is 7 feet 11 inches.
Dorothy,8,1,tall,Dorothy is tall.,Dorothy is 8 feet 1 inches.
Dorothy,8,1,short,Dorothy is short.,Dorothy is 8 feet 1 inches.
Dorothy,8,2,tall,Dorothy is tall.,Dorothy is 8 feet 2 inches.
Dorothy,8,2,short,Dorothy is short.,Dorothy is 8 feet 2 inches.
Dorothy,8,3,tall,Dorothy is tall.,Dorothy is 8 feet 3 inches.
Dorothy,8,3,short,Dorothy is short.,Dorothy is 8 feet 3 inches.
Dorothy,8,4,tall,Dorothy is tall.,Dorothy is 8 feet 4 inches.
Dorothy,8,4,short,Dorothy is short.,Dorothy is 8 feet 4 inches.
Dorothy,8,5,tall,Dorothy is tall.,Dorothy is 8 feet 5 inches.
Dorothy,8,5,short,Dorothy is short.,Dorothy is 8 feet 5 inches.
Dorothy,8,6,tall,Dorothy is tall.,Dorothy is 8 feet 6 inches.
Dorothy,8,6,short,Dorothy is short.,Dorothy is 8 feet 6 inches.
Dorothy,8,7,tall,Dorothy is tall.,Dorothy is 8 feet 7 inches.
Dorothy,8,7,short,Dorothy is short.,Dorothy is 8 feet 7 inches.
Dorothy,8,8,tall,Dorothy is tall.,Dorothy is 8 feet 8 inches.
Dorothy,8,8,short,Dorothy is short.,Dorothy is 8 feet 8 inches.
Dorothy,8,9,tall,Dorothy is tall.,Dorothy is 8 feet 9 inches.
Dorothy,8,9,short,Dorothy is short.,Dorothy is 8 feet 9 inches.
Dorothy,8,10,tall,Dorothy is tall.,Dorothy is 8 feet 10 inches.
Dorothy,8,10,short,Dorothy is short.,Dorothy is 8 feet 10 inches.
Dorothy,8,11,tall,Dorothy is tall.,Dorothy is 8 feet 11 inches.
Dorothy,8,11,short,Dorothy is short.,Dorothy is 8 feet 11 inches.
Elizabeth,2,1,tall,Elizabeth is tall.,Elizabeth is 2 feet 1 inches.
Elizabeth,2,1,short,Elizabeth is short.,Elizabeth is 2 feet 1 inches.
Elizabeth,2,2,tall,Elizabeth is tall.,Elizabeth is 2 feet 2 inches.
Elizabeth,2,2,short,Elizabeth is short.,Elizabeth is 2 feet 2 inches.
Elizabeth,2,3,tall,Elizabeth is tall.,Elizabeth is 2 feet 3 inches.
Elizabeth,2,3,short,Elizabeth is short.,Elizabeth is 2 feet 3 inches.
Elizabeth,2,4,tall,Elizabeth is tall.,Elizabeth is 2 feet 4 inches.
Elizabeth,2,4,short,Elizabeth is short.,Elizabeth is 2 feet 4 inches.
Elizabeth,2,5,tall,Elizabeth is tall.,Elizabeth is 2 feet 5 inches.
Elizabeth,2,5,short,Elizabeth is short.,Elizabeth is 2 feet 5 inches.
Elizabeth,2,6,tall,Elizabeth is tall.,Elizabeth is 2 feet 6 inches.
Elizabeth,2,6,short,Elizabeth is short.,Elizabeth is 2 feet 6 inches.
Elizabeth,2,7,tall,Elizabeth is tall.,Elizabeth is 2 feet 7 inches.
Elizabeth,2,7,short,Elizabeth is short.,Elizabeth is 2 feet 7 inches.
Elizabeth,2,8,tall,Elizabeth is tall.,Elizabeth is 2 feet 8 inches.
Elizabeth,2,8,short,Elizabeth is short.,Elizabeth is 2 feet 8 inches.
Elizabeth,2,9,tall,Elizabeth is tall.,Elizabeth is 2 feet 9 inches.
Elizabeth,2,9,short,Elizabeth is short.,Elizabeth is 2 feet 9 inches.
Elizabeth,2,10,tall,Elizabeth is tall.,Elizabeth is 2 feet 10 inches.
Elizabeth,2,10,short,Elizabeth is short.,Elizabeth is 2 feet 10 inches.
Elizabeth,2,11,tall,Elizabeth is tall.,Elizabeth is 2 feet 11 inches.
Elizabeth,2,11,short,Elizabeth is short.,Elizabeth is 2 feet 11 inches.
Elizabeth,3,1,tall,Elizabeth is tall.,Elizabeth is 3 feet 1 inches.
Elizabeth,3,1,short,Elizabeth is short.,Elizabeth is 3 feet 1 inches.
Elizabeth,3,2,tall,Elizabeth is tall.,Elizabeth is 3 feet 2 inches.
Elizabeth,3,2,short,Elizabeth is short.,Elizabeth is 3 feet 2 inches.
Elizabeth,3,3,tall,Elizabeth is tall.,Elizabeth is 3 feet 3 inches.
Elizabeth,3,3,short,Elizabeth is short.,Elizabeth is 3 feet 3 inches.
Elizabeth,3,4,tall,Elizabeth is tall.,Elizabeth is 3 feet 4 inches.
Elizabeth,3,4,short,Elizabeth is short.,Elizabeth is 3 feet 4 inches.
Elizabeth,3,5,tall,Elizabeth is tall.,Elizabeth is 3 feet 5 inches.
Elizabeth,3,5,short,Elizabeth is short.,Elizabeth is 3 feet 5 inches.
Elizabeth,3,6,tall,Elizabeth is tall.,Elizabeth is 3 feet 6 inches.
Elizabeth,3,6,short,Elizabeth is short.,Elizabeth is 3 feet 6 inches.
Elizabeth,3,7,tall,Elizabeth is tall.,Elizabeth is 3 feet 7 inches.
Elizabeth,3,7,short,Elizabeth is short.,Elizabeth is 3 feet 7 inches.
Elizabeth,3,8,tall,Elizabeth is tall.,Elizabeth is 3 feet 8 inches.
Elizabeth,3,8,short,Elizabeth is short.,Elizabeth is 3 feet 8 inches.
Elizabeth,3,9,tall,Elizabeth is tall.,Elizabeth is 3 feet 9 inches.
Elizabeth,3,9,short,Elizabeth is short.,Elizabeth is 3 feet 9 inches.
Elizabeth,3,10,tall,Elizabeth is tall.,Elizabeth is 3 feet 10 inches.
Elizabeth,3,10,short,Elizabeth is short.,Elizabeth is 3 feet 10 inches.
Elizabeth,3,11,tall,Elizabeth is tall.,Elizabeth is 3 feet 11 inches.
Elizabeth,3,11,short,Elizabeth is short.,Elizabeth is 3 feet 11 inches.
Elizabeth,4,1,tall,Elizabeth is tall.,Elizabeth is 4 feet 1 inches.
Elizabeth,4,1,short,Elizabeth is short.,Elizabeth is 4 feet 1 inches.
Elizabeth,4,2,tall,Elizabeth is tall.,Elizabeth is 4 feet 2 inches.
Elizabeth,4,2,short,Elizabeth is short.,Elizabeth is 4 feet 2 inches.
