location,temperature,categories,premise,hypothesis
noloc,-33,freezing,It is freezing.,It is -33 degrees.
noloc,-33,cold,It is cold.,It is -33 degrees.
noloc,-33,cool,It is cool.,It is -33 degrees.
noloc,-33,warm,It is warm.,It is -33 degrees.
noloc,-33,hot,It is hot.,It is -33 degrees.
noloc,-32,freezing,It is freezing.,It is -32 degrees.
noloc,-32,cold,It is cold.,It is -32 degrees.
noloc,-32,cool,It is cool.,It is -32 degrees.
noloc,-32,warm,It is warm.,It is -32 degrees.
noloc,-32,hot,It is hot.,It is -32 degrees.
noloc,-31,freezing,It is freezing.,It is -31 degrees.
noloc,-31,cold,It is cold.,It is -31 degrees.
noloc,-31,cool,It is cool.,It is -31 degrees.
noloc,-31,warm,It is warm.,It is -31 degrees.
noloc,-31,hot,It is hot.,It is -31 degrees.
noloc,-30,freezing,It is freezing.,It is -30 degrees.
noloc,-30,cold,It is cold.,It is -30 degrees.
noloc,-30,cool,It is cool.,It is -30 degrees.
noloc,-30,warm,It is warm.,It is -30 degrees.
noloc,-30,hot,It is hot.,It is -30 degrees.
noloc,-29,freezing,It is freezing.,It is -29 degrees.
noloc,-29,cold,It is cold.,It is -29 degrees.
noloc,-29,cool,It is cool.,It is -29 degrees.
noloc,-29,warm,It is warm.,It is -29 degrees.
noloc,-29,hot,It is hot.,It is -29 degrees.
noloc,-28,freezing,It is freezing.,It is -28 degrees.
noloc,-28,cold,It is cold.,It is -28 degrees.
noloc,-28,cool,It is cool.,It is -28 degrees.
noloc,-28,warm,It is warm.,It is -28 degrees.
noloc,-28,hot,It is hot.,It is -28 degrees.
noloc,-27,freezing,It is freezing.,It is -27 degrees.
noloc,-27,cold,It is cold.,It is -27 degrees.
noloc,-27,cool,It is cool.,It is -27 degrees.
noloc,-27,warm,It is warm.,It is -27 degrees.
noloc,-27,hot,It is hot.,It is -27 degrees.
noloc,-26,freezing,It is freezing.,It is -26 degrees.
noloc,-26,cold,It is cold.,It is -26 degrees.
noloc,-26,cool,It is cool.,It is -26 degrees.
noloc,-26,warm,It is warm.,It is -26 degrees.
noloc,-26,hot,It is hot.,It is -26 degrees.
noloc,-25,freezing,It is freezing.,It is -25 degrees.
noloc,-25,cold,It is cold.,It is -25 degrees.
noloc,-25,cool,It is cool.,It is -25 degrees.
noloc,-25,warm,It is warm.,It is -25 degrees.
noloc,-25,hot,It is hot.,It is -25 degrees.
noloc,-24,freezing,It is freezing.,It is -24 degrees.
noloc,-24,cold,It is cold.,It is -24 degrees.
noloc,-24,cool,It is cool.,It is -24 degrees.
noloc,-24,warm,It is warm.,It is -24 degrees.
noloc,-24,hot,It is hot.,It is -24 degrees.
noloc,-23,freezing,It is freezing.,It is -23 degrees.
noloc,-23,cold,It is cold.,It is -23 degrees.
noloc,-23,cool,It is cool.,It is -23 degrees.
noloc,-23,warm,It is warm.,It is -23 degrees.
noloc,-23,hot,It is hot.,It is -23 degrees.
noloc,-22,freezing,It is freezing.,It is -22 degrees.
noloc,-22,cold,It is cold.,It is -22 degrees.
noloc,-22,cool,It is cool.,It is -22 degrees.
noloc,-22,warm,It is warm.,It is -22 degrees.
noloc,-22,hot,It is hot.,It is -22 degrees.
noloc,-21,freezing,It is freezing.,It is -21 degrees.
noloc,-21,cold,It is cold.,It is -21 degrees.
noloc,-21,cool,It is cool.,It is -21 degrees.
noloc,-21,warm,It is warm.,It is -21 degrees.
noloc,-21,hot,It is hot.,It is -21 degrees.
noloc,-20,freezing,It is freezing.,It is -20 degrees.
noloc,-20,cold,It is cold.,It is -20 degrees.
noloc,-20,cool,It is cool.,It is -20 degrees.
noloc,-20,warm,It is warm.,It is -20 degrees.
noloc,-20,hot,It is hot.,It is -20 degrees.
noloc,-19,freezing,It is freezing.,It is -19 degrees.
noloc,-19,cold,It is cold.,It is -19 degrees.
noloc,-19,cool,It is cool.,It is -19 degrees.
noloc,-19,warm,It is warm.,It is -19 degrees.
noloc,-19,hot,It is hot.,It is -19 degrees.
noloc,-18,freezing,It is freezing.,It is -18 degrees.
noloc,-18,cold,It is cold.,It is -18 degrees.
noloc,-18,cool,It is cool.,It is -18 degrees.
noloc,-18,warm,It is warm.,It is -18 degrees.
noloc,-18,hot,It is hot.,It is -18 degrees.
noloc,-17,freezing,It is freezing.,It is -17 degrees.
noloc,-17,cold,It is cold.,It is -17 degrees.
noloc,-17,cool,It is cool.,It is -17 degrees.
noloc,-17,warm,It is warm.,It is -17 degrees.
noloc,-17,hot,It is hot.,It is -17 degrees.
noloc,-16,freezing,It is freezing.,It is -16 degrees.
noloc,-16,cold,It is cold.,It is -16 degrees.
noloc,-16,cool,It is cool.,It is -16 degrees.
noloc,-16,warm,It is warm.,It is -16 degrees.
noloc,-16,hot,It is hot.,It is -16 degrees.
noloc,-15,freezing,It is freezing.,It is -15 degrees.
noloc,-15,cold,It is cold.,It is -15 degrees.
noloc,-15,cool,It is cool.,It is -15 degrees.
noloc,-15,warm,It is warm.,It is -15 degrees.
noloc,-15,hot,It is hot.,It is -15 degrees.
noloc,-14,freezing,It is freezing.,It is -14 degrees.
noloc,-14,cold,It is cold.,It is -14 degrees.
noloc,-14,cool,It is cool.,It is -14 degrees.
noloc,-14,warm,It is warm.,It is -14 degrees.
noloc,-14,hot,It is hot.,It is -14 degrees.
noloc,-13,freezing,It is freezing.,It is -13 degrees.
noloc,-13,cold,It is cold.,It is -13 degrees.
noloc,-13,cool,It is cool.,It is -13 degrees.
noloc,-13,warm,It is warm.,It is -13 degrees.
noloc,-13,hot,It is hot.,It is -13 degrees.
noloc,-12,freezing,It is freezing.,It is -12 degrees.
noloc,-12,cold,It is cold.,It is -12 degrees.
noloc,-12,cool,It is cool.,It is -12 degrees.
noloc,-12,warm,It is warm.,It is -12 degrees.
noloc,-12,hot,It is hot.,It is -12 degrees.
noloc,-11,freezing,It is freezing.,It is -11 degrees.
noloc,-11,cold,It is cold.,It is -11 degrees.
noloc,-11,cool,It is cool.,It is -11 degrees.
noloc,-11,warm,It is warm.,It is -11 degrees.
noloc,-11,hot,It is hot.,It is -11 degrees.
noloc,-10,freezing,It is freezing.,It is -10 degrees.
noloc,-10,cold,It is cold.,It is -10 degrees.
noloc,-10,cool,It is cool.,It is -10 degrees.
noloc,-10,warm,It is warm.,It is -10 degrees.
noloc,-10,hot,It is hot.,It is -10 degrees.
noloc,-9,freezing,It is freezing.,It is -9 degrees.
noloc,-9,cold,It is cold.,It is -9 degrees.
noloc,-9,cool,It is cool.,It is -9 degrees.
noloc,-9,warm,It is warm.,It is -9 degrees.
noloc,-9,hot,It is hot.,It is -9 degrees.
noloc,-8,freezing,It is freezing.,It is -8 degrees.
noloc,-8,cold,It is cold.,It is -8 degrees.
noloc,-8,cool,It is cool.,It is -8 degrees.
noloc,-8,warm,It is warm.,It is -8 degrees.
noloc,-8,hot,It is hot.,It is -8 degrees.
noloc,-7,freezing,It is freezing.,It is -7 degrees.
noloc,-7,cold,It is cold.,It is -7 degrees.
noloc,-7,cool,It is cool.,It is -7 degrees.
noloc,-7,warm,It is warm.,It is -7 degrees.
noloc,-7,hot,It is hot.,It is -7 degrees.
noloc,-6,freezing,It is freezing.,It is -6 degrees.
noloc,-6,cold,It is cold.,It is -6 degrees.
noloc,-6,cool,It is cool.,It is -6 degrees.
noloc,-6,warm,It is warm.,It is -6 degrees.
noloc,-6,hot,It is hot.,It is -6 degrees.
noloc,-5,freezing,It is freezing.,It is -5 degrees.
noloc,-5,cold,It is cold.,It is -5 degrees.
noloc,-5,cool,It is cool.,It is -5 degrees.
noloc,-5,warm,It is warm.,It is -5 degrees.
noloc,-5,hot,It is hot.,It is -5 degrees.
noloc,-4,freezing,It is freezing.,It is -4 degrees.
noloc,-4,cold,It is cold.,It is -4 degrees.
noloc,-4,cool,It is cool.,It is -4 degrees.
noloc,-4,warm,It is warm.,It is -4 degrees.
noloc,-4,hot,It is hot.,It is -4 degrees.
noloc,-3,freezing,It is freezing.,It is -3 degrees.
noloc,-3,cold,It is cold.,It is -3 degrees.
noloc,-3,cool,It is cool.,It is -3 degrees.
noloc,-3,warm,It is warm.,It is -3 degrees.
noloc,-3,hot,It is hot.,It is -3 degrees.
noloc,-2,freezing,It is freezing.,It is -2 degrees.
noloc,-2,cold,It is cold.,It is -2 degrees.
noloc,-2,cool,It is cool.,It is -2 degrees.
noloc,-2,warm,It is warm.,It is -2 degrees.
noloc,-2,hot,It is hot.,It is -2 degrees.
noloc,-1,freezing,It is freezing.,It is -1 degrees.
noloc,-1,cold,It is cold.,It is -1 degrees.
noloc,-1,cool,It is cool.,It is -1 degrees.
noloc,-1,warm,It is warm.,It is -1 degrees.
noloc,-1,hot,It is hot.,It is -1 degrees.
noloc,0,freezing,It is freezing.,It is 0 degrees.
noloc,0,cold,It is cold.,It is 0 degrees.
noloc,0,cool,It is cool.,It is 0 degrees.
noloc,0,warm,It is warm.,It is 0 degrees.
noloc,0,hot,It is hot.,It is 0 degrees.
noloc,1,freezing,It is freezing.,It is 1 degrees.
noloc,1,cold,It is cold.,It is 1 degrees.
noloc,1,cool,It is cool.,It is 1 degrees.
noloc,1,warm,It is warm.,It is 1 degrees.
noloc,1,hot,It is hot.,It is 1 degrees.
noloc,2,freezing,It is freezing.,It is 2 degrees.
noloc,2,cold,It is cold.,It is 2 degrees.
noloc,2,cool,It is cool.,It is 2 degrees.
noloc,2,warm,It is warm.,It is 2 degrees.
noloc,2,hot,It is hot.,It is 2 degrees.
noloc,3,freezing,It is freezing.,It is 3 degrees.
noloc,3,cold,It is cold.,It is 3 degrees.
noloc,3,cool,It is cool.,It is 3 degrees.
noloc,3,warm,It is warm.,It is 3 degrees.
noloc,3,hot,It is hot.,It is 3 degrees.
noloc,4,freezing,It is freezing.,It is 4 degrees.
noloc,4,cold,It is cold.,It is 4 degrees.
noloc,4,cool,It is cool.,It is 4 degrees.
noloc,4,warm,It is warm.,It is 4 degrees.
noloc,4,hot,It is hot.,It is 4 degrees.
noloc,5,freezing,It is freezing.,It is 5 degrees.
noloc,5,cold,It is cold.,It is 5 degrees.
noloc,5,cool,It is cool.,It is 5 degrees.
noloc,5,warm,It is warm.,It is 5 degrees.
noloc,5,hot,It is hot.,It is 5 degrees.
noloc,6,freezing,It is freezing.,It is 6 degrees.
noloc,6,cold,It is cold.,It is 6 degrees.
noloc,6,cool,It is cool.,It is 6 degrees.
noloc,6,warm,It is warm.,It is 6 degrees.
noloc,6,hot,It is hot.,It is 6 degrees.
noloc,7,freezing,It is freezing.,It is 7 degrees.
noloc,7,cold,It is cold.,It is 7 degrees.
noloc,7,cool,It is cool.,It is 7 degrees.
noloc,7,warm,It is warm.,It is 7 degrees.
noloc,7,hot,It is hot.,It is 7 degrees.
noloc,8,freezing,It is freezing.,It is 8 degrees.
noloc,8,cold,It is cold.,It is 8 degrees.
noloc,8,cool,It is cool.,It is 8 degrees.
noloc,8,warm,It is warm.,It is 8 degrees.
noloc,8,hot,It is hot.,It is 8 degrees.
noloc,9,freezing,It is freezing.,It is 9 degrees.
noloc,9,cold,It is cold.,It is 9 degrees.
noloc,9,cool,It is cool.,It is 9 degrees.
noloc,9,warm,It is warm.,It is 9 degrees.
noloc,9,hot,It is hot.,It is 9 degrees.
noloc,10,freezing,It is freezing.,It is 10 degrees.
noloc,10,cold,It is cold.,It is 10 degrees.
noloc,10,cool,It is cool.,It is 10 degrees.
noloc,10,warm,It is warm.,It is 10 degrees.
noloc,10,hot,It is hot.,It is 10 degrees.
noloc,11,freezing,It is freezing.,It is 11 degrees.
noloc,11,cold,It is cold.,It is 11 degrees.
noloc,11,cool,It is cool.,It is 11 degrees.
noloc,11,warm,It is warm.,It is 11 degrees.
noloc,11,hot,It is hot.,It is 11 degrees.
noloc,12,freezing,It is freezing.,It is 12 degrees.
noloc,12,cold,It is cold.,It is 12 degrees.
noloc,12,cool,It is cool.,It is 12 degrees.
noloc,12,warm,It is warm.,It is 12 degrees.
noloc,12,hot,It is hot.,It is 12 degrees.
noloc,13,freezing,It is freezing.,It is 13 degrees.
noloc,13,cold,It is cold.,It is 13 degrees.
noloc,13,cool,It is cool.,It is 13 degrees.
noloc,13,warm,It is warm.,It is 13 degrees.
noloc,13,hot,It is hot.,It is 13 degrees.
noloc,14,freezing,It is freezing.,It is 14 degrees.
noloc,14,cold,It is cold.,It is 14 degrees.
noloc,14,cool,It is cool.,It is 14 degrees.
noloc,14,warm,It is warm.,It is 14 degrees.
noloc,14,hot,It is hot.,It is 14 degrees.
noloc,15,freezing,It is freezing.,It is 15 degrees.
noloc,15,cold,It is cold.,It is 15 degrees.
noloc,15,cool,It is cool.,It is 15 degrees.
noloc,15,warm,It is warm.,It is 15 degrees.
noloc,15,hot,It is hot.,It is 15 degrees.
noloc,16,freezing,It is freezing.,It is 16 degrees.
noloc,16,cold,It is cold.,It is 16 degrees.
noloc,16,cool,It is cool.,It is 16 degrees.
noloc,16,warm,It is warm.,It is 16 degrees.
noloc,16,hot,It is hot.,It is 16 degrees.
noloc,17,freezing,It is freezing.,It is 17 degrees.
noloc,17,cold,It is cold.,It is 17 degrees.
noloc,17,cool,It is cool.,It is 17 degrees.
noloc,17,warm,It is warm.,It is 17 degrees.
noloc,17,hot,It is hot.,It is 17 degrees.
noloc,18,freezing,It is freezing.,It is 18 degrees.
noloc,18,cold,It is cold.,It is 18 degrees.
noloc,18,cool,It is cool.,It is 18 degrees.
noloc,18,warm,It is warm.,It is 18 degrees.
noloc,18,hot,It is hot.,It is 18 degrees.
noloc,19,freezing,It is freezing.,It is 19 degrees.
noloc,19,cold,It is cold.,It is 19 degrees.
noloc,19,cool,It is cool.,It is 19 degrees.
noloc,19,warm,It is warm.,It is 19 degrees.
noloc,19,hot,It is hot.,It is 19 degrees.
noloc,20,freezing,It is freezing.,It is 20 degrees.
noloc,20,cold,It is cold.,It is 20 degrees.
noloc,20,cool,It is cool.,It is 20 degrees.
noloc,20,warm,It is warm.,It is 20 degrees.
noloc,20,hot,It is hot.,It is 20 degrees.
noloc,21,freezing,It is freezing.,It is 21 degrees.
noloc,21,cold,It is cold.,It is 21 degrees.
noloc,21,cool,It is cool.,It is 21 degrees.
noloc,21,warm,It is warm.,It is 21 degrees.
noloc,21,hot,It is hot.,It is 21 degrees.
noloc,22,freezing,It is freezing.,It is 22 degrees.
noloc,22,cold,It is cold.,It is 22 degrees.
noloc,22,cool,It is cool.,It is 22 degrees.
noloc,22,warm,It is warm.,It is 22 degrees.
noloc,22,hot,It is hot.,It is 22 degrees.
noloc,23,freezing,It is freezing.,It is 23 degrees.
noloc,23,cold,It is cold.,It is 23 degrees.
noloc,23,cool,It is cool.,It is 23 degrees.
noloc,23,warm,It is warm.,It is 23 degrees.
noloc,23,hot,It is hot.,It is 23 degrees.
noloc,24,freezing,It is freezing.,It is 24 degrees.
noloc,24,cold,It is cold.,It is 24 degrees.
noloc,24,cool,It is cool.,It is 24 degrees.
noloc,24,warm,It is warm.,It is 24 degrees.
noloc,24,hot,It is hot.,It is 24 degrees.
noloc,25,freezing,It is freezing.,It is 25 degrees.
noloc,25,cold,It is cold.,It is 25 degrees.
noloc,25,cool,It is cool.,It is 25 degrees.
noloc,25,warm,It is warm.,It is 25 degrees.
noloc,25,hot,It is hot.,It is 25 degrees.
noloc,26,freezing,It is freezing.,It is 26 degrees.
noloc,26,cold,It is cold.,It is 26 degrees.
noloc,26,cool,It is cool.,It is 26 degrees.
noloc,26,warm,It is warm.,It is 26 degrees.
noloc,26,hot,It is hot.,It is 26 degrees.
noloc,27,freezing,It is freezing.,It is 27 degrees.
noloc,27,cold,It is cold.,It is 27 degrees.
noloc,27,cool,It is cool.,It is 27 degrees.
noloc,27,warm,It is warm.,It is 27 degrees.
noloc,27,hot,It is hot.,It is 27 degrees.
noloc,28,freezing,It is freezing.,It is 28 degrees.
noloc,28,cold,It is cold.,It is 28 degrees.
noloc,28,cool,It is cool.,It is 28 degrees.
noloc,28,warm,It is warm.,It is 28 degrees.
noloc,28,hot,It is hot.,It is 28 degrees.
noloc,29,freezing,It is freezing.,It is 29 degrees.
noloc,29,cold,It is cold.,It is 29 degrees.
noloc,29,cool,It is cool.,It is 29 degrees.
noloc,29,warm,It is warm.,It is 29 degrees.
noloc,29,hot,It is hot.,It is 29 degrees.
noloc,30,freezing,It is freezing.,It is 30 degrees.
noloc,30,cold,It is cold.,It is 30 degrees.
noloc,30,cool,It is cool.,It is 30 degrees.
noloc,30,warm,It is warm.,It is 30 degrees.
noloc,30,hot,It is hot.,It is 30 degrees.
noloc,31,freezing,It is freezing.,It is 31 degrees.
noloc,31,cold,It is cold.,It is 31 degrees.
noloc,31,cool,It is cool.,It is 31 degrees.
noloc,31,warm,It is warm.,It is 31 degrees.
noloc,31,hot,It is hot.,It is 31 degrees.
noloc,32,freezing,It is freezing.,It is 32 degrees.
noloc,32,cold,It is cold.,It is 32 degrees.
noloc,32,cool,It is cool.,It is 32 degrees.
noloc,32,warm,It is warm.,It is 32 degrees.
noloc,32,hot,It is hot.,It is 32 degrees.
noloc,33,freezing,It is freezing.,It is 33 degrees.
noloc,33,cold,It is cold.,It is 33 degrees.
noloc,33,cool,It is cool.,It is 33 degrees.
noloc,33,warm,It is warm.,It is 33 degrees.
noloc,33,hot,It is hot.,It is 33 degrees.
noloc,34,freezing,It is freezing.,It is 34 degrees.
noloc,34,cold,It is cold.,It is 34 degrees.
noloc,34,cool,It is cool.,It is 34 degrees.
noloc,34,warm,It is warm.,It is 34 degrees.
noloc,34,hot,It is hot.,It is 34 degrees.
noloc,35,freezing,It is freezing.,It is 35 degrees.
noloc,35,cold,It is cold.,It is 35 degrees.
noloc,35,cool,It is cool.,It is 35 degrees.
noloc,35,warm,It is warm.,It is 35 degrees.
noloc,35,hot,It is hot.,It is 35 degrees.
noloc,36,freezing,It is freezing.,It is 36 degrees.
noloc,36,cold,It is cold.,It is 36 degrees.
noloc,36,cool,It is cool.,It is 36 degrees.
noloc,36,warm,It is warm.,It is 36 degrees.
noloc,36,hot,It is hot.,It is 36 degrees.
noloc,37,freezing,It is freezing.,It is 37 degrees.
noloc,37,cold,It is cold.,It is 37 degrees.
noloc,37,cool,It is cool.,It is 37 degrees.
noloc,37,warm,It is warm.,It is 37 degrees.
noloc,37,hot,It is hot.,It is 37 degrees.
noloc,38,freezing,It is freezing.,It is 38 degrees.
noloc,38,cold,It is cold.,It is 38 degrees.
noloc,38,cool,It is cool.,It is 38 degrees.
noloc,38,warm,It is warm.,It is 38 degrees.
noloc,38,hot,It is hot.,It is 38 degrees.
noloc,39,freezing,It is freezing.,It is 39 degrees.
noloc,39,cold,It is cold.,It is 39 degrees.
noloc,39,cool,It is cool.,It is 39 degrees.
noloc,39,warm,It is warm.,It is 39 degrees.
noloc,39,hot,It is hot.,It is 39 degrees.
noloc,40,freezing,It is freezing.,It is 40 degrees.
noloc,40,cold,It is cold.,It is 40 degrees.
noloc,40,cool,It is cool.,It is 40 degrees.
noloc,40,warm,It is warm.,It is 40 degrees.
noloc,40,hot,It is hot.,It is 40 degrees.
noloc,41,freezing,It is freezing.,It is 41 degrees.
noloc,41,cold,It is cold.,It is 41 degrees.
noloc,41,cool,It is cool.,It is 41 degrees.
noloc,41,warm,It is warm.,It is 41 degrees.
noloc,41,hot,It is hot.,It is 41 degrees.
noloc,42,freezing,It is freezing.,It is 42 degrees.
noloc,42,cold,It is cold.,It is 42 degrees.
noloc,42,cool,It is cool.,It is 42 degrees.
noloc,42,warm,It is warm.,It is 42 degrees.
noloc,42,hot,It is hot.,It is 42 degrees.
noloc,43,freezing,It is freezing.,It is 43 degrees.
noloc,43,cold,It is cold.,It is 43 degrees.
noloc,43,cool,It is cool.,It is 43 degrees.
noloc,43,warm,It is warm.,It is 43 degrees.
noloc,43,hot,It is hot.,It is 43 degrees.
noloc,44,freezing,It is freezing.,It is 44 degrees.
noloc,44,cold,It is cold.,It is 44 degrees.
noloc,44,cool,It is cool.,It is 44 degrees.
noloc,44,warm,It is warm.,It is 44 degrees.
noloc,44,hot,It is hot.,It is 44 degrees.
noloc,45,freezing,It is freezing.,It is 45 degrees.
noloc,45,cold,It is cold.,It is 45 degrees.
noloc,45,cool,It is cool.,It is 45 degrees.
noloc,45,warm,It is warm.,It is 45 degrees.
noloc,45,hot,It is hot.,It is 45 degrees.
noloc,46,freezing,It is freezing.,It is 46 degrees.
noloc,46,cold,It is cold.,It is 46 degrees.
noloc,46,cool,It is cool.,It is 46 degrees.
noloc,46,warm,It is warm.,It is 46 degrees.
noloc,46,hot,It is hot.,It is 46 degrees.
noloc,47,freezing,It is freezing.,It is 47 degrees.
noloc,47,cold,It is cold.,It is 47 degrees.
noloc,47,cool,It is cool.,It is 47 degrees.
noloc,47,warm,It is warm.,It is 47 degrees.
noloc,47,hot,It is hot.,It is 47 degrees.
noloc,48,freezing,It is freezing.,It is 48 degrees.
noloc,48,cold,It is cold.,It is 48 degrees.
noloc,48,cool,It is cool.,It is 48 degrees.
noloc,48,warm,It is warm.,It is 48 degrees.
noloc,48,hot,It is hot.,It is 48 degrees.
noloc,49,freezing,It is freezing.,It is 49 degrees.
noloc,49,cold,It is cold.,It is 49 degrees.
noloc,49,cool,It is cool.,It is 49 degrees.
noloc,49,warm,It is warm.,It is 49 degrees.
noloc,49,hot,It is hot.,It is 49 degrees.
noloc,50,freezing,It is freezing.,It is 50 degrees.
noloc,50,cold,It is cold.,It is 50 degrees.
noloc,50,cool,It is cool.,It is 50 degrees.
noloc,50,warm,It is warm.,It is 50 degrees.
noloc,50,hot,It is hot.,It is 50 degrees.
noloc,51,freezing,It is freezing.,It is 51 degrees.
noloc,51,cold,It is cold.,It is 51 degrees.
noloc,51,cool,It is cool.,It is 51 degrees.
noloc,51,warm,It is warm.,It is 51 degrees.
noloc,51,hot,It is hot.,It is 51 degrees.
noloc,52,freezing,It is freezing.,It is 52 degrees.
noloc,52,cold,It is cold.,It is 52 degrees.
noloc,52,cool,It is cool.,It is 52 degrees.
noloc,52,warm,It is warm.,It is 52 degrees.
noloc,52,hot,It is hot.,It is 52 degrees.
noloc,53,freezing,It is freezing.,It is 53 degrees.
noloc,53,cold,It is cold.,It is 53 degrees.
noloc,53,cool,It is cool.,It is 53 degrees.
noloc,53,warm,It is warm.,It is 53 degrees.
noloc,53,hot,It is hot.,It is 53 degrees.
noloc,54,freezing,It is freezing.,It is 54 degrees.
noloc,54,cold,It is cold.,It is 54 degrees.
noloc,54,cool,It is cool.,It is 54 degrees.
noloc,54,warm,It is warm.,It is 54 degrees.
noloc,54,hot,It is hot.,It is 54 degrees.
noloc,55,freezing,It is freezing.,It is 55 degrees.
noloc,55,cold,It is cold.,It is 55 degrees.
noloc,55,cool,It is cool.,It is 55 degrees.
noloc,55,warm,It is warm.,It is 55 degrees.
noloc,55,hot,It is hot.,It is 55 degrees.
noloc,56,freezing,It is freezing.,It is 56 degrees.
noloc,56,cold,It is cold.,It is 56 degrees.
noloc,56,cool,It is cool.,It is 56 degrees.
noloc,56,warm,It is warm.,It is 56 degrees.
noloc,56,hot,It is hot.,It is 56 degrees.
noloc,57,freezing,It is freezing.,It is 57 degrees.
noloc,57,cold,It is cold.,It is 57 degrees.
noloc,57,cool,It is cool.,It is 57 degrees.
noloc,57,warm,It is warm.,It is 57 degrees.
