name,age,categories,premise,hypothesis,entailment,contradiction,neutral,model
Barbara,6,old,Barbara is old.,Barbara is 6 years old.,0.00559515506029129,0.8745875358581543,0.1198173388838768,roberta-large-mnli
Barbara,7,young,Barbara is young.,Barbara is 7 years old.,0.0017233199905604124,0.0023787564132362604,0.9958979487419128,roberta-large-mnli
Barbara,7,middle aged,Barbara is middle aged.,Barbara is 7 years old.,0.001313326065428555,0.9940274953842163,0.004659172613173723,roberta-large-mnli
Barbara,7,old,Barbara is old.,Barbara is 7 years old.,0.0058808051981031895,0.9080719351768494,0.08604717254638672,roberta-large-mnli
Barbara,8,young,Barbara is young.,Barbara is 8 years old.,0.002292014891281724,0.0050325579941272736,0.9926754832267761,roberta-large-mnli
Barbara,8,middle aged,Barbara is middle aged.,Barbara is 8 years old.,0.0005363878444768488,0.9978232383728027,0.0016404008492827415,roberta-large-mnli
Barbara,8,old,Barbara is old.,Barbara is 8 years old.,0.007002334110438824,0.8424690365791321,0.1505287140607834,roberta-large-mnli
Barbara,9,young,Barbara is young.,Barbara is 9 years old.,0.0016376766143366694,0.0034015520941466093,0.9949607849121094,roberta-large-mnli
Barbara,9,middle aged,Barbara is middle aged.,Barbara is 9 years old.,0.0010558331850916147,0.9954559803009033,0.0034881839528679848,roberta-large-mnli
Barbara,9,old,Barbara is old.,Barbara is 9 years old.,0.008069323375821114,0.531042218208313,0.46088844537734985,roberta-large-mnli
Barbara,10,young,Barbara is young.,Barbara is 10 years old.,0.0013792846584692597,0.0035343915224075317,0.9950863718986511,roberta-large-mnli
Barbara,10,middle aged,Barbara is middle aged.,Barbara is 10 years old.,0.0012361886911094189,0.9947309494018555,0.004032809752970934,roberta-large-mnli
Barbara,10,old,Barbara is old.,Barbara is 10 years old.,0.004824548028409481,0.6273528933525085,0.3678225576877594,roberta-large-mnli
Barbara,11,young,Barbara is young.,Barbara is 11 years old.,0.0013964397367089987,0.0035605269949883223,0.9950430393218994,roberta-large-mnli
Barbara,11,middle aged,Barbara is middle aged.,Barbara is 11 years old.,0.0024141366593539715,0.9862556457519531,0.01133030652999878,roberta-large-mnli
Barbara,11,old,Barbara is old.,Barbara is 11 years old.,0.004998642485588789,0.3759424388408661,0.6190589070320129,roberta-large-mnli
Barbara,12,young,Barbara is young.,Barbara is 12 years old.,0.0022279887925833464,0.004395057447254658,0.9933769106864929,roberta-large-mnli
Barbara,12,middle aged,Barbara is middle aged.,Barbara is 12 years old.,0.0010598527733236551,0.9955936074256897,0.003346541663631797,roberta-large-mnli
Barbara,12,old,Barbara is old.,Barbara is 12 years old.,0.008615827187895775,0.8137884736061096,0.17759564518928528,roberta-large-mnli
Barbara,13,young,Barbara is young.,Barbara is 13 years old.,0.0025265237782150507,0.004283771384507418,0.9931896328926086,roberta-large-mnli
Barbara,13,middle aged,Barbara is middle aged.,Barbara is 13 years old.,0.0015967895742505789,0.9923589825630188,0.00604424811899662,roberta-large-mnli
Barbara,13,old,Barbara is old.,Barbara is 13 years old.,0.007442736532539129,0.7432721257209778,0.24928508698940277,roberta-large-mnli
Barbara,14,young,Barbara is young.,Barbara is 14 years old.,0.003072082530707121,0.0062365964986383915,0.9906912446022034,roberta-large-mnli
Barbara,14,middle aged,Barbara is middle aged.,Barbara is 14 years old.,0.0005840153316967189,0.9976891279220581,0.0017269528470933437,roberta-large-mnli
Barbara,14,old,Barbara is old.,Barbara is 14 years old.,0.008536824025213718,0.8485214114189148,0.14294187724590302,roberta-large-mnli
Barbara,15,young,Barbara is young.,Barbara is 15 years old.,0.0020519427489489317,0.003956209402531385,0.9939917922019958,roberta-large-mnli
Barbara,15,middle aged,Barbara is middle aged.,Barbara is 15 years old.,0.0016964562237262726,0.9928001165390015,0.005503460299223661,roberta-large-mnli
Barbara,15,old,Barbara is old.,Barbara is 15 years old.,0.006948518101125956,0.6099311709403992,0.38312026858329773,roberta-large-mnli
Barbara,16,young,Barbara is young.,Barbara is 16 years old.,0.0017269653035327792,0.0032164452131837606,0.9950566291809082,roberta-large-mnli
Barbara,16,middle aged,Barbara is middle aged.,Barbara is 16 years old.,0.0015014710370451212,0.9936614036560059,0.004837087355554104,roberta-large-mnli
Barbara,16,old,Barbara is old.,Barbara is 16 years old.,0.007693053223192692,0.7320488691329956,0.2602580785751343,roberta-large-mnli
Barbara,17,young,Barbara is young.,Barbara is 17 years old.,0.0018132930854335427,0.0025683273561298847,0.995618462562561,roberta-large-mnli
Barbara,17,middle aged,Barbara is middle aged.,Barbara is 17 years old.,0.00444013113155961,0.9694134593009949,0.026146402582526207,roberta-large-mnli
Barbara,17,old,Barbara is old.,Barbara is 17 years old.,0.007189854048192501,0.49216198921203613,0.5006482005119324,roberta-large-mnli
Barbara,18,young,Barbara is young.,Barbara is 18 years old.,0.0036033783107995987,0.0036916066892445087,0.9927050471305847,roberta-large-mnli
Barbara,18,middle aged,Barbara is middle aged.,Barbara is 18 years old.,0.0029328351374715567,0.985956072807312,0.011111057363450527,roberta-large-mnli
Barbara,18,old,Barbara is old.,Barbara is 18 years old.,0.009353023953735828,0.5957434177398682,0.3949035406112671,roberta-large-mnli
Barbara,19,young,Barbara is young.,Barbara is 19 years old.,0.002228408819064498,0.002050391398370266,0.9957212209701538,roberta-large-mnli
Barbara,19,middle aged,Barbara is middle aged.,Barbara is 19 years old.,0.00339261582121253,0.9803738594055176,0.016233565285801888,roberta-large-mnli
Barbara,19,old,Barbara is old.,Barbara is 19 years old.,0.007435777224600315,0.7985702753067017,0.1939939707517624,roberta-large-mnli
Barbara,20,young,Barbara is young.,Barbara is 20 years old.,0.0031070534605532885,0.006954035256057978,0.9899389743804932,roberta-large-mnli
Barbara,20,middle aged,Barbara is middle aged.,Barbara is 20 years old.,0.014132717624306679,0.8046189546585083,0.18124832212924957,roberta-large-mnli
Barbara,20,old,Barbara is old.,Barbara is 20 years old.,0.006272146478295326,0.6104031205177307,0.3833247423171997,roberta-large-mnli
Barbara,21,young,Barbara is young.,Barbara is 21 years old.,0.005434116348624229,0.009765257127583027,0.9848006963729858,roberta-large-mnli
Barbara,21,middle aged,Barbara is middle aged.,Barbara is 21 years old.,0.0066029769368469715,0.9437042474746704,0.04969273880124092,roberta-large-mnli
Barbara,21,old,Barbara is old.,Barbara is 21 years old.,0.008071048185229301,0.6676645874977112,0.3242643177509308,roberta-large-mnli
Barbara,22,young,Barbara is young.,Barbara is 22 years old.,0.00252267112955451,0.002938108518719673,0.994539201259613,roberta-large-mnli
Barbara,22,middle aged,Barbara is middle aged.,Barbara is 22 years old.,0.00778765557333827,0.09296025335788727,0.8992520570755005,roberta-large-mnli
Barbara,22,old,Barbara is old.,Barbara is 22 years old.,0.007084839511662722,0.2655290961265564,0.7273861169815063,roberta-large-mnli
Barbara,23,young,Barbara is young.,Barbara is 23 years old.,0.0029345520306378603,0.0036463213618844748,0.9934191107749939,roberta-large-mnli
Barbara,23,middle aged,Barbara is middle aged.,Barbara is 23 years old.,0.011982092633843422,0.008473522961139679,0.9795443415641785,roberta-large-mnli
Barbara,23,old,Barbara is old.,Barbara is 23 years old.,0.00592568377032876,0.15669377148151398,0.837380588054657,roberta-large-mnli
Barbara,24,young,Barbara is young.,Barbara is 24 years old.,0.0036347955465316772,0.0114448769018054,0.98492032289505,roberta-large-mnli
Barbara,24,middle aged,Barbara is middle aged.,Barbara is 24 years old.,0.013295031152665615,0.008618920110166073,0.9780860543251038,roberta-large-mnli
Barbara,24,old,Barbara is old.,Barbara is 24 years old.,0.0041820029728114605,0.06028423458337784,0.9355338215827942,roberta-large-mnli
Barbara,25,young,Barbara is young.,Barbara is 25 years old.,0.004939813166856766,0.019517861306667328,0.9755422472953796,roberta-large-mnli
Barbara,25,middle aged,Barbara is middle aged.,Barbara is 25 years old.,0.019829168915748596,0.01518342550843954,0.9649874567985535,roberta-large-mnli
Barbara,25,old,Barbara is old.,Barbara is 25 years old.,0.0039433324709534645,0.05584839731454849,0.9402083158493042,roberta-large-mnli
Barbara,26,young,Barbara is young.,Barbara is 26 years old.,0.004667069297283888,0.025207409635186195,0.9701254963874817,roberta-large-mnli
Barbara,26,middle aged,Barbara is middle aged.,Barbara is 26 years old.,0.011452821083366871,0.0028135054744780064,0.9857336282730103,roberta-large-mnli
Barbara,26,old,Barbara is old.,Barbara is 26 years old.,0.002446485683321953,0.006981832906603813,0.9905717372894287,roberta-large-mnli
Barbara,27,young,Barbara is young.,Barbara is 27 years old.,0.004526335280388594,0.015447717159986496,0.9800260066986084,roberta-large-mnli
Barbara,27,middle aged,Barbara is middle aged.,Barbara is 27 years old.,0.010195765644311905,0.002680884674191475,0.9871233701705933,roberta-large-mnli
Barbara,27,old,Barbara is old.,Barbara is 27 years old.,0.002471108455210924,0.00833471305668354,0.9891941547393799,roberta-large-mnli
Barbara,28,young,Barbara is young.,Barbara is 28 years old.,0.01278783194720745,0.21986939013004303,0.767342746257782,roberta-large-mnli
Barbara,28,middle aged,Barbara is middle aged.,Barbara is 28 years old.,0.03451283648610115,0.009627466090023518,0.9558596611022949,roberta-large-mnli
Barbara,28,old,Barbara is old.,Barbara is 28 years old.,0.0046849907375872135,0.0148082310333848,0.9805067777633667,roberta-large-mnli
Barbara,29,young,Barbara is young.,Barbara is 29 years old.,0.004589292220771313,0.03253645822405815,0.9628742933273315,roberta-large-mnli
Barbara,29,middle aged,Barbara is middle aged.,Barbara is 29 years old.,0.008066635578870773,0.0033038551919162273,0.9886294603347778,roberta-large-mnli
Barbara,29,old,Barbara is old.,Barbara is 29 years old.,0.002176569541916251,0.006418381817638874,0.9914050102233887,roberta-large-mnli
Barbara,30,young,Barbara is young.,Barbara is 30 years old.,0.007287659682333469,0.886825680732727,0.10588673502206802,roberta-large-mnli
Barbara,30,middle aged,Barbara is middle aged.,Barbara is 30 years old.,0.028936291113495827,0.002503062132745981,0.9685606360435486,roberta-large-mnli
Barbara,30,old,Barbara is old.,Barbara is 30 years old.,0.0015978699084371328,0.003713083453476429,0.9946891069412231,roberta-large-mnli
Barbara,31,young,Barbara is young.,Barbara is 31 years old.,0.009865442290902138,0.9012802243232727,0.0888543426990509,roberta-large-mnli
Barbara,31,middle aged,Barbara is middle aged.,Barbara is 31 years old.,0.02205071970820427,0.010596225038170815,0.9673530459403992,roberta-large-mnli
Barbara,31,old,Barbara is old.,Barbara is 31 years old.,0.003706688527017832,0.006901761516928673,0.989391565322876,roberta-large-mnli
Barbara,32,young,Barbara is young.,Barbara is 32 years old.,0.006991004571318626,0.7418053150177002,0.25120365619659424,roberta-large-mnli
Barbara,32,middle aged,Barbara is middle aged.,Barbara is 32 years old.,0.010782331228256226,0.004727521911263466,0.9844900965690613,roberta-large-mnli
Barbara,32,old,Barbara is old.,Barbara is 32 years old.,0.0021941226441413164,0.005008129868656397,0.9927977919578552,roberta-large-mnli
Barbara,33,young,Barbara is young.,Barbara is 33 years old.,0.008050790056586266,0.9231737852096558,0.06877539306879044,roberta-large-mnli
Barbara,33,middle aged,Barbara is middle aged.,Barbara is 33 years old.,0.011398077942430973,0.0022636910434812307,0.986338198184967,roberta-large-mnli
Barbara,33,old,Barbara is old.,Barbara is 33 years old.,0.002030026400461793,0.0034485324285924435,0.9945213794708252,roberta-large-mnli
Barbara,34,young,Barbara is young.,Barbara is 34 years old.,0.0076423874124884605,0.707041323184967,0.2853163480758667,roberta-large-mnli
Barbara,34,middle aged,Barbara is middle aged.,Barbara is 34 years old.,0.007975498214364052,0.0022235559299588203,0.9898009896278381,roberta-large-mnli
Barbara,34,old,Barbara is old.,Barbara is 34 years old.,0.0018584211356937885,0.00250005885027349,0.9956414699554443,roberta-large-mnli
Barbara,35,young,Barbara is young.,Barbara is 35 years old.,0.00792347826063633,0.8789121508598328,0.11316445469856262,roberta-large-mnli
Barbara,35,middle aged,Barbara is middle aged.,Barbara is 35 years old.,0.022484883666038513,0.002072474453598261,0.97544264793396,roberta-large-mnli
Barbara,35,old,Barbara is old.,Barbara is 35 years old.,0.002366014989092946,0.0025032581761479378,0.9951307773590088,roberta-large-mnli
Barbara,36,young,Barbara is young.,Barbara is 36 years old.,0.0067893462255597115,0.6923884749412537,0.3008221983909607,roberta-large-mnli
Barbara,36,middle aged,Barbara is middle aged.,Barbara is 36 years old.,0.015260979533195496,0.0014957200037315488,0.9832432866096497,roberta-large-mnli
Barbara,36,old,Barbara is old.,Barbara is 36 years old.,0.0023725067730993032,0.0017922510160133243,0.9958351850509644,roberta-large-mnli
Barbara,37,young,Barbara is young.,Barbara is 37 years old.,0.007666094694286585,0.9393569827079773,0.05297701805830002,roberta-large-mnli
Barbara,37,middle aged,Barbara is middle aged.,Barbara is 37 years old.,0.013632037676870823,0.0017664525657892227,0.9846014976501465,roberta-large-mnli
Barbara,37,old,Barbara is old.,Barbara is 37 years old.,0.0021237984765321016,0.0019373054383322597,0.9959388971328735,roberta-large-mnli
Barbara,38,young,Barbara is young.,Barbara is 38 years old.,0.005562080070376396,0.9829642176628113,0.011473629623651505,roberta-large-mnli
Barbara,38,middle aged,Barbara is middle aged.,Barbara is 38 years old.,0.02093924954533577,0.00344484462402761,0.975615918636322,roberta-large-mnli
Barbara,38,old,Barbara is old.,Barbara is 38 years old.,0.0026784648653119802,0.0023142078425735235,0.9950072765350342,roberta-large-mnli
Barbara,39,young,Barbara is young.,Barbara is 39 years old.,0.007164761424064636,0.9415207505226135,0.0513145737349987,roberta-large-mnli
Barbara,39,middle aged,Barbara is middle aged.,Barbara is 39 years old.,0.008790011517703533,0.0023415943142026663,0.9888683557510376,roberta-large-mnli
Barbara,39,old,Barbara is old.,Barbara is 39 years old.,0.001868499326519668,0.0016311833169311285,0.9965002536773682,roberta-large-mnli
Barbara,40,young,Barbara is young.,Barbara is 40 years old.,0.005455891136080027,0.9750446081161499,0.01949942298233509,roberta-large-mnli
Barbara,40,middle aged,Barbara is middle aged.,Barbara is 40 years old.,0.03267664089798927,0.002661352278664708,0.9646619558334351,roberta-large-mnli
Barbara,40,old,Barbara is old.,Barbara is 40 years old.,0.0015888960333541036,0.0014973647193983197,0.9969136714935303,roberta-large-mnli
Barbara,41,young,Barbara is young.,Barbara is 41 years old.,0.006262257229536772,0.9730090498924255,0.02072860300540924,roberta-large-mnli
Barbara,41,middle aged,Barbara is middle aged.,Barbara is 41 years old.,0.011081667616963387,0.0018716711783781648,0.9870467185974121,roberta-large-mnli
Barbara,41,old,Barbara is old.,Barbara is 41 years old.,0.0017331844428554177,0.0016694996738806367,0.9965973496437073,roberta-large-mnli
Barbara,42,young,Barbara is young.,Barbara is 42 years old.,0.008389618247747421,0.9216293692588806,0.0699809342622757,roberta-large-mnli
Barbara,42,middle aged,Barbara is middle aged.,Barbara is 42 years old.,0.01183247473090887,0.002542505506426096,0.9856249690055847,roberta-large-mnli
Barbara,42,old,Barbara is old.,Barbara is 42 years old.,0.002325279638171196,0.002682417631149292,0.9949923157691956,roberta-large-mnli
Barbara,43,young,Barbara is young.,Barbara is 43 years old.,0.00767960911616683,0.9393653869628906,0.052954986691474915,roberta-large-mnli
Barbara,43,middle aged,Barbara is middle aged.,Barbara is 43 years old.,0.016184141859412193,0.003239400452002883,0.9805764555931091,roberta-large-mnli
Barbara,43,old,Barbara is old.,Barbara is 43 years old.,0.0018564050551503897,0.0028844198677688837,0.9952592253684998,roberta-large-mnli
Barbara,44,young,Barbara is young.,Barbara is 44 years old.,0.007734640035778284,0.8988612294197083,0.09340422600507736,roberta-large-mnli
Barbara,44,middle aged,Barbara is middle aged.,Barbara is 44 years old.,0.007554865442216396,0.002640621503815055,0.9898045063018799,roberta-large-mnli
Barbara,44,old,Barbara is old.,Barbara is 44 years old.,0.0016639946261420846,0.002047381829470396,0.9962886571884155,roberta-large-mnli
Barbara,45,young,Barbara is young.,Barbara is 45 years old.,0.007305030710995197,0.9484559297561646,0.044239118695259094,roberta-large-mnli
Barbara,45,middle aged,Barbara is middle aged.,Barbara is 45 years old.,0.022694313898682594,0.003132616402581334,0.9741730690002441,roberta-large-mnli
Barbara,45,old,Barbara is old.,Barbara is 45 years old.,0.0019552961457520723,0.001930109690874815,0.9961146116256714,roberta-large-mnli
Barbara,46,young,Barbara is young.,Barbara is 46 years old.,0.0063463072292506695,0.9425044059753418,0.05114929378032684,roberta-large-mnli
Barbara,46,middle aged,Barbara is middle aged.,Barbara is 46 years old.,0.0068858107551932335,0.002198345260694623,0.990915834903717,roberta-large-mnli
Barbara,46,old,Barbara is old.,Barbara is 46 years old.,0.0016916063614189625,0.0016606367425993085,0.9966477751731873,roberta-large-mnli
Barbara,47,young,Barbara is young.,Barbara is 47 years old.,0.007709045894443989,0.9242364168167114,0.06805455684661865,roberta-large-mnli
Barbara,47,middle aged,Barbara is middle aged.,Barbara is 47 years old.,0.007514462806284428,0.0030464313458651304,0.989439070224762,roberta-large-mnli
Barbara,47,old,Barbara is old.,Barbara is 47 years old.,0.0017904296983033419,0.0019537212792783976,0.9962558746337891,roberta-large-mnli
Barbara,48,young,Barbara is young.,Barbara is 48 years old.,0.007927908562123775,0.939594566822052,0.05247749015688896,roberta-large-mnli
Barbara,48,middle aged,Barbara is middle aged.,Barbara is 48 years old.,0.01592065952718258,0.0031082527711987495,0.9809711575508118,roberta-large-mnli
Barbara,48,old,Barbara is old.,Barbara is 48 years old.,0.0026601790450513363,0.0021960872691124678,0.9951437711715698,roberta-large-mnli
Barbara,49,young,Barbara is young.,Barbara is 49 years old.,0.0077110095880925655,0.9040753841400146,0.08821357786655426,roberta-large-mnli
Barbara,49,middle aged,Barbara is middle aged.,Barbara is 49 years old.,0.013527347706258297,0.01524130254983902,0.9712314009666443,roberta-large-mnli
Barbara,49,old,Barbara is old.,Barbara is 49 years old.,0.00254860264249146,0.0033518713898956776,0.994099497795105,roberta-large-mnli
Barbara,50,young,Barbara is young.,Barbara is 50 years old.,0.004130575340241194,0.985771656036377,0.010097799822688103,roberta-large-mnli
Barbara,50,middle aged,Barbara is middle aged.,Barbara is 50 years old.,0.04015842825174332,0.01129924040287733,0.9485423564910889,roberta-large-mnli
Barbara,50,old,Barbara is old.,Barbara is 50 years old.,0.0020573341753333807,0.0032509472221136093,0.9946916699409485,roberta-large-mnli
Barbara,51,young,Barbara is young.,Barbara is 51 years old.,0.006660499610006809,0.9610599875450134,0.032279565930366516,roberta-large-mnli
Barbara,51,middle aged,Barbara is middle aged.,Barbara is 51 years old.,0.019231246784329414,0.010648398660123348,0.9701203107833862,roberta-large-mnli
Barbara,51,old,Barbara is old.,Barbara is 51 years old.,0.003467705799266696,0.003301569726318121,0.9932307004928589,roberta-large-mnli
Barbara,52,young,Barbara is young.,Barbara is 52 years old.,0.007546593900769949,0.9557355046272278,0.03671794384717941,roberta-large-mnli
Barbara,52,middle aged,Barbara is middle aged.,Barbara is 52 years old.,0.02127337083220482,0.006384076550602913,0.9723425507545471,roberta-large-mnli
Barbara,52,old,Barbara is old.,Barbara is 52 years old.,0.004863779991865158,0.004056539386510849,0.9910796284675598,roberta-large-mnli
Barbara,53,young,Barbara is young.,Barbara is 53 years old.,0.007702012080699205,0.9561740756034851,0.036123961210250854,roberta-large-mnli
Barbara,53,middle aged,Barbara is middle aged.,Barbara is 53 years old.,0.021573424339294434,0.0032690761145204306,0.9751574993133545,roberta-large-mnli
Barbara,53,old,Barbara is old.,Barbara is 53 years old.,0.00419715978205204,0.0026440348010510206,0.9931588768959045,roberta-large-mnli
Barbara,54,young,Barbara is young.,Barbara is 54 years old.,0.007472352124750614,0.9408273696899414,0.05170028284192085,roberta-large-mnli
Barbara,54,middle aged,Barbara is middle aged.,Barbara is 54 years old.,0.01494183111935854,0.0035303772892802954,0.9815278053283691,roberta-large-mnli
Barbara,54,old,Barbara is old.,Barbara is 54 years old.,0.004156341310590506,0.0019495488377287984,0.9938940405845642,roberta-large-mnli
Barbara,55,young,Barbara is young.,Barbara is 55 years old.,0.005652273539453745,0.976047158241272,0.018300648778676987,roberta-large-mnli
Barbara,55,middle aged,Barbara is middle aged.,Barbara is 55 years old.,0.023899830877780914,0.004844686947762966,0.9712554216384888,roberta-large-mnli
Barbara,55,old,Barbara is old.,Barbara is 55 years old.,0.0028484270442277193,0.0017079850658774376,0.99544358253479,roberta-large-mnli
Barbara,56,young,Barbara is young.,Barbara is 56 years old.,0.006136415526270866,0.972956120967865,0.020907431840896606,roberta-large-mnli
Barbara,56,middle aged,Barbara is middle aged.,Barbara is 56 years old.,0.018725471571087837,0.00542077049612999,0.9758538007736206,roberta-large-mnli
Barbara,56,old,Barbara is old.,Barbara is 56 years old.,0.0033168012741953135,0.0016298433765769005,0.9950533509254456,roberta-large-mnli
Barbara,57,young,Barbara is young.,Barbara is 57 years old.,0.007029714994132519,0.9665347337722778,0.026435591280460358,roberta-large-mnli
Barbara,57,middle aged,Barbara is middle aged.,Barbara is 57 years old.,0.00995145458728075,0.0033721583895385265,0.9866763353347778,roberta-large-mnli
Barbara,57,old,Barbara is old.,Barbara is 57 years old.,0.0022046503145247698,0.0013317543780431151,0.9964635968208313,roberta-large-mnli
Barbara,58,young,Barbara is young.,Barbara is 58 years old.,0.0070342980325222015,0.9722818732261658,0.02068384736776352,roberta-large-mnli
Barbara,58,middle aged,Barbara is middle aged.,Barbara is 58 years old.,0.013163695111870766,0.003317158669233322,0.9835191369056702,roberta-large-mnli
Barbara,58,old,Barbara is old.,Barbara is 58 years old.,0.0028306618332862854,0.0015646241372451186,0.9956047534942627,roberta-large-mnli
Barbara,59,young,Barbara is young.,Barbara is 59 years old.,0.006663925014436245,0.9646105170249939,0.02872558869421482,roberta-large-mnli
Barbara,59,middle aged,Barbara is middle aged.,Barbara is 59 years old.,0.00579853355884552,0.0030312957242131233,0.9911701679229736,roberta-large-mnli
Barbara,59,old,Barbara is old.,Barbara is 59 years old.,0.0020408399868756533,0.0014033012557774782,0.9965559244155884,roberta-large-mnli
Barbara,60,young,Barbara is young.,Barbara is 60 years old.,0.0028247726149857044,0.9912202954292297,0.005954957567155361,roberta-large-mnli
Barbara,60,middle aged,Barbara is middle aged.,Barbara is 60 years old.,0.010743217542767525,0.0029757004231214523,0.986281156539917,roberta-large-mnli
Barbara,60,old,Barbara is old.,Barbara is 60 years old.,0.0015871195355430245,0.0011622061720117927,0.9972506165504456,roberta-large-mnli
Barbara,61,young,Barbara is young.,Barbara is 61 years old.,0.003160858992487192,0.9906085729598999,0.0062305741012096405,roberta-large-mnli
Barbara,61,middle aged,Barbara is middle aged.,Barbara is 61 years old.,0.010773012414574623,0.00570410443469882,0.9835228323936462,roberta-large-mnli
Barbara,61,old,Barbara is old.,Barbara is 61 years old.,0.0022567715495824814,0.0016801696037873626,0.9960630536079407,roberta-large-mnli
Barbara,62,young,Barbara is young.,Barbara is 62 years old.,0.003508433699607849,0.9891525506973267,0.007338950410485268,roberta-large-mnli
Barbara,62,middle aged,Barbara is middle aged.,Barbara is 62 years old.,0.02223328873515129,0.01695125922560692,0.9608154892921448,roberta-large-mnli
Barbara,62,old,Barbara is old.,Barbara is 62 years old.,0.002314822981134057,0.0018912125378847122,0.9957939386367798,roberta-large-mnli
Barbara,63,young,Barbara is young.,Barbara is 63 years old.,0.003664761781692505,0.9895783066749573,0.006756889633834362,roberta-large-mnli
Barbara,63,middle aged,Barbara is middle aged.,Barbara is 63 years old.,0.013033022172749043,0.00564254866912961,0.9813244938850403,roberta-large-mnli
Barbara,63,old,Barbara is old.,Barbara is 63 years old.,0.0020584738813340664,0.001571195782162249,0.9963703155517578,roberta-large-mnli
Barbara,64,young,Barbara is young.,Barbara is 64 years old.,0.0030258209444582462,0.9902522563934326,0.006722001358866692,roberta-large-mnli
Barbara,64,middle aged,Barbara is middle aged.,Barbara is 64 years old.,0.007004692684859037,0.010290518403053284,0.9827048182487488,roberta-large-mnli
Barbara,64,old,Barbara is old.,Barbara is 64 years old.,0.0016351143131032586,0.0013588787987828255,0.9970059990882874,roberta-large-mnli
Barbara,65,young,Barbara is young.,Barbara is 65 years old.,0.0021568937227129936,0.9933091402053833,0.004534037783741951,roberta-large-mnli
Barbara,65,middle aged,Barbara is middle aged.,Barbara is 65 years old.,0.010366211645305157,0.036257337778806686,0.9533764719963074,roberta-large-mnli
Barbara,65,old,Barbara is old.,Barbara is 65 years old.,0.001948867691680789,0.0016553401947021484,0.9963957667350769,roberta-large-mnli
Barbara,66,young,Barbara is young.,Barbara is 66 years old.,0.002404264872893691,0.9918932914733887,0.005702532362192869,roberta-large-mnli
Barbara,66,middle aged,Barbara is middle aged.,Barbara is 66 years old.,0.012652640230953693,0.01892632432281971,0.9684209823608398,roberta-large-mnli
Barbara,66,old,Barbara is old.,Barbara is 66 years old.,0.002191961044445634,0.0016986270202323794,0.9961094260215759,roberta-large-mnli
Barbara,67,young,Barbara is young.,Barbara is 67 years old.,0.0041487496346235275,0.9842095375061035,0.011641677469015121,roberta-large-mnli
Barbara,67,middle aged,Barbara is middle aged.,Barbara is 67 years old.,0.006642926950007677,0.0035813215654343367,0.9897757768630981,roberta-large-mnli
Barbara,67,old,Barbara is old.,Barbara is 67 years old.,0.0025468438398092985,0.0016196368960663676,0.9958335161209106,roberta-large-mnli
Barbara,68,young,Barbara is young.,Barbara is 68 years old.,0.0036018455866724253,0.9891639947891235,0.00723422784358263,roberta-large-mnli
Barbara,68,middle aged,Barbara is middle aged.,Barbara is 68 years old.,0.012451314367353916,0.013234885409474373,0.9743137955665588,roberta-large-mnli
