name,feet,inches,categories,premise,hypothesis,entailment,contradiction,neutral,model
Alice,5,1,tall,Alice's height is 5 feet 1 inches.,Alice is tall.,0.6271291375160217,0.22961489856243134,0.14325597882270813,roberta-large-mnli
Alice,5,1,short,Alice's height is 5 feet 1 inches.,Alice is short.,0.5753194689750671,0.06027328595519066,0.3644072115421295,roberta-large-mnli
Alice,5,2,tall,Alice's height is 5 feet 2 inches.,Alice is tall.,0.574312686920166,0.28488776087760925,0.14079956710338593,roberta-large-mnli
Alice,5,2,short,Alice's height is 5 feet 2 inches.,Alice is short.,0.551112949848175,0.07039312273263931,0.3784939646720886,roberta-large-mnli
Alice,5,3,tall,Alice's height is 5 feet 3 inches.,Alice is tall.,0.5055826306343079,0.3631099462509155,0.131307452917099,roberta-large-mnli
Alice,5,3,short,Alice's height is 5 feet 3 inches.,Alice is short.,0.5949921011924744,0.04990916699171066,0.3550987243652344,roberta-large-mnli
Alice,5,4,tall,Alice's height is 5 feet 4 inches.,Alice is tall.,0.5689300298690796,0.29413098096847534,0.13693895936012268,roberta-large-mnli
Alice,5,4,short,Alice's height is 5 feet 4 inches.,Alice is short.,0.6051060557365417,0.04610343277454376,0.3487904667854309,roberta-large-mnli
Alice,5,5,tall,Alice's height is 5 feet 5 inches.,Alice is tall.,0.5331308841705322,0.337019681930542,0.129849374294281,roberta-large-mnli
Alice,5,5,short,Alice's height is 5 feet 5 inches.,Alice is short.,0.6149887442588806,0.04628777503967285,0.33872345089912415,roberta-large-mnli
Alice,5,6,tall,Alice's height is 5 feet 6 inches.,Alice is tall.,0.6923871040344238,0.17158399522304535,0.13602890074253082,roberta-large-mnli
Alice,5,6,short,Alice's height is 5 feet 6 inches.,Alice is short.,0.5889157056808472,0.05621244013309479,0.35487183928489685,roberta-large-mnli
Alice,5,7,tall,Alice's height is 5 feet 7 inches.,Alice is tall.,0.6950594782829285,0.16601631045341492,0.13892430067062378,roberta-large-mnli
Alice,5,7,short,Alice's height is 5 feet 7 inches.,Alice is short.,0.5868610739707947,0.05403873324394226,0.35910019278526306,roberta-large-mnli
Alice,5,8,tall,Alice's height is 5 feet 8 inches.,Alice is tall.,0.7415631413459778,0.12340669333934784,0.13503019511699677,roberta-large-mnli
Alice,5,8,short,Alice's height is 5 feet 8 inches.,Alice is short.,0.594022274017334,0.04961854964494705,0.35635918378829956,roberta-large-mnli
Alice,5,9,tall,Alice's height is 5 feet 9 inches.,Alice is tall.,0.7234058380126953,0.13876649737358093,0.13782772421836853,roberta-large-mnli
Alice,5,9,short,Alice's height is 5 feet 9 inches.,Alice is short.,0.5873873233795166,0.04776777699589729,0.3648448586463928,roberta-large-mnli
Alice,5,10,tall,Alice's height is 5 feet 10 inches.,Alice is tall.,0.6704980731010437,0.19031575322151184,0.13918621838092804,roberta-large-mnli
Alice,5,10,short,Alice's height is 5 feet 10 inches.,Alice is short.,0.6229677200317383,0.04488716274499893,0.332145094871521,roberta-large-mnli
Alice,5,11,tall,Alice's height is 5 feet 11 inches.,Alice is tall.,0.8157158493995667,0.05581804737448692,0.12846611440181732,roberta-large-mnli
Alice,5,11,short,Alice's height is 5 feet 11 inches.,Alice is short.,0.5619291663169861,0.05911756679415703,0.3789531886577606,roberta-large-mnli
Alice,6,1,tall,Alice's height is 6 feet 1 inches.,Alice is tall.,0.9542931318283081,0.001408743322826922,0.044298205524683,roberta-large-mnli
Alice,6,1,short,Alice's height is 6 feet 1 inches.,Alice is short.,0.08539340645074844,0.7731373310089111,0.14146922528743744,roberta-large-mnli
Alice,6,2,tall,Alice's height is 6 feet 2 inches.,Alice is tall.,0.9555603265762329,0.0013064920203760266,0.04313322529196739,roberta-large-mnli
Alice,6,2,short,Alice's height is 6 feet 2 inches.,Alice is short.,0.04057900980114937,0.8733746409416199,0.08604641258716583,roberta-large-mnli
Alice,6,3,tall,Alice's height is 6 feet 3 inches.,Alice is tall.,0.9562966227531433,0.0012726011918857694,0.04243087396025658,roberta-large-mnli
Alice,6,3,short,Alice's height is 6 feet 3 inches.,Alice is short.,0.03813563659787178,0.8830887079238892,0.07877559214830399,roberta-large-mnli
Alice,6,4,tall,Alice's height is 6 feet 4 inches.,Alice is tall.,0.9569963812828064,0.0012155185686424375,0.04178806021809578,roberta-large-mnli
Alice,6,4,short,Alice's height is 6 feet 4 inches.,Alice is short.,0.03777870908379555,0.8830327391624451,0.0791885256767273,roberta-large-mnli
Alice,6,5,tall,Alice's height is 6 feet 5 inches.,Alice is tall.,0.9602805972099304,0.0011101175332441926,0.03860922157764435,roberta-large-mnli
Alice,6,5,short,Alice's height is 6 feet 5 inches.,Alice is short.,0.025168703868985176,0.9167740345001221,0.05805731937289238,roberta-large-mnli
Alice,6,6,tall,Alice's height is 6 feet 6 inches.,Alice is tall.,0.955797553062439,0.0014484347775578499,0.042754076421260834,roberta-large-mnli
Alice,6,6,short,Alice's height is 6 feet 6 inches.,Alice is short.,0.06719304621219635,0.816264808177948,0.11654219031333923,roberta-large-mnli
Alice,6,7,tall,Alice's height is 6 feet 7 inches.,Alice is tall.,0.9563577771186829,0.0012497247662395239,0.04239252954721451,roberta-large-mnli
Alice,6,7,short,Alice's height is 6 feet 7 inches.,Alice is short.,0.05308941379189491,0.8426169157028198,0.10429361462593079,roberta-large-mnli
Alice,6,8,tall,Alice's height is 6 feet 8 inches.,Alice is tall.,0.9579354524612427,0.0011916229268535972,0.04087298363447189,roberta-large-mnli
Alice,6,8,short,Alice's height is 6 feet 8 inches.,Alice is short.,0.03973596915602684,0.878129243850708,0.08213485777378082,roberta-large-mnli
Alice,6,9,tall,Alice's height is 6 feet 9 inches.,Alice is tall.,0.9573448896408081,0.0011752867139875889,0.041479919105768204,roberta-large-mnli
Alice,6,9,short,Alice's height is 6 feet 9 inches.,Alice is short.,0.032491136342287064,0.8946574330329895,0.07285138219594955,roberta-large-mnli
Alice,6,10,tall,Alice's height is 6 feet 10 inches.,Alice is tall.,0.9560984373092651,0.0012415922246873379,0.042660024017095566,roberta-large-mnli
Alice,6,10,short,Alice's height is 6 feet 10 inches.,Alice is short.,0.04196048900485039,0.8807756900787354,0.07726387679576874,roberta-large-mnli
Alice,6,11,tall,Alice's height is 6 feet 11 inches.,Alice is tall.,0.9537178874015808,0.0012409706832841039,0.04504111036658287,roberta-large-mnli
Alice,6,11,short,Alice's height is 6 feet 11 inches.,Alice is short.,0.04361901432275772,0.8668495416641235,0.08953145891427994,roberta-large-mnli
Alice,7,1,tall,Alice's height is 7 feet 1 inches.,Alice is tall.,0.9474189877510071,0.0017507895827293396,0.0508301667869091,roberta-large-mnli
Alice,7,1,short,Alice's height is 7 feet 1 inches.,Alice is short.,0.1494394987821579,0.6222325563430786,0.22832797467708588,roberta-large-mnli
Alice,7,2,tall,Alice's height is 7 feet 2 inches.,Alice is tall.,0.950481653213501,0.001479369355365634,0.0480390302836895,roberta-large-mnli
Alice,7,2,short,Alice's height is 7 feet 2 inches.,Alice is short.,0.08185717463493347,0.7658689618110657,0.15227386355400085,roberta-large-mnli
Alice,7,3,tall,Alice's height is 7 feet 3 inches.,Alice is tall.,0.950695276260376,0.0014531022170558572,0.04785163328051567,roberta-large-mnli
Alice,7,3,short,Alice's height is 7 feet 3 inches.,Alice is short.,0.08993252366781235,0.7554367184638977,0.15463078022003174,roberta-large-mnli
Alice,7,4,tall,Alice's height is 7 feet 4 inches.,Alice is tall.,0.9514763951301575,0.001420167158357799,0.047103401273489,roberta-large-mnli
Alice,7,4,short,Alice's height is 7 feet 4 inches.,Alice is short.,0.08834142982959747,0.7609733939170837,0.1506851613521576,roberta-large-mnli
Alice,7,5,tall,Alice's height is 7 feet 5 inches.,Alice is tall.,0.9500005841255188,0.001545503968372941,0.0484539158642292,roberta-large-mnli
Alice,7,5,short,Alice's height is 7 feet 5 inches.,Alice is short.,0.09539922326803207,0.7481057643890381,0.15649503469467163,roberta-large-mnli
Alice,7,6,tall,Alice's height is 7 feet 6 inches.,Alice is tall.,0.9526026248931885,0.00147078069858253,0.04592655599117279,roberta-large-mnli
Alice,7,6,short,Alice's height is 7 feet 6 inches.,Alice is short.,0.06978057324886322,0.8097856044769287,0.12043387442827225,roberta-large-mnli
Alice,7,7,tall,Alice's height is 7 feet 7 inches.,Alice is tall.,0.9489770531654358,0.0016924693481996655,0.049330420792102814,roberta-large-mnli
Alice,7,7,short,Alice's height is 7 feet 7 inches.,Alice is short.,0.1591319441795349,0.61111980676651,0.2297482192516327,roberta-large-mnli
Alice,7,8,tall,Alice's height is 7 feet 8 inches.,Alice is tall.,0.9507386684417725,0.0015959645388647914,0.04766535013914108,roberta-large-mnli
Alice,7,8,short,Alice's height is 7 feet 8 inches.,Alice is short.,0.14448177814483643,0.6377896070480347,0.2177285999059677,roberta-large-mnli
Alice,7,9,tall,Alice's height is 7 feet 9 inches.,Alice is tall.,0.9507161974906921,0.0014228456420823932,0.047861069440841675,roberta-large-mnli
Alice,7,9,short,Alice's height is 7 feet 9 inches.,Alice is short.,0.11072045564651489,0.7037631273269653,0.18551641702651978,roberta-large-mnli
Alice,7,10,tall,Alice's height is 7 feet 10 inches.,Alice is tall.,0.9485338926315308,0.0015734098851680756,0.04989270493388176,roberta-large-mnli
Alice,7,10,short,Alice's height is 7 feet 10 inches.,Alice is short.,0.13756784796714783,0.6627867221832275,0.19964547455310822,roberta-large-mnli
Alice,7,11,tall,Alice's height is 7 feet 11 inches.,Alice is tall.,0.9483932256698608,0.0015148581005632877,0.05009197071194649,roberta-large-mnli
Alice,7,11,short,Alice's height is 7 feet 11 inches.,Alice is short.,0.12349167466163635,0.6821456551551819,0.1943625956773758,roberta-large-mnli
Alice,8,1,tall,Alice's height is 8 feet 1 inches.,Alice is tall.,0.9441308379173279,0.0023920596577227116,0.053477123379707336,roberta-large-mnli
Alice,8,1,short,Alice's height is 8 feet 1 inches.,Alice is short.,0.20315523445606232,0.5212259888648987,0.2756188213825226,roberta-large-mnli
Alice,8,2,tall,Alice's height is 8 feet 2 inches.,Alice is tall.,0.948431670665741,0.0019175789784640074,0.04965073987841606,roberta-large-mnli
Alice,8,2,short,Alice's height is 8 feet 2 inches.,Alice is short.,0.11833982914686203,0.6912568211555481,0.19040338695049286,roberta-large-mnli
Alice,8,3,tall,Alice's height is 8 feet 3 inches.,Alice is tall.,0.9494569897651672,0.0018349013989791274,0.048708055168390274,roberta-large-mnli
Alice,8,3,short,Alice's height is 8 feet 3 inches.,Alice is short.,0.10620960593223572,0.7275410294532776,0.1662493348121643,roberta-large-mnli
Alice,8,4,tall,Alice's height is 8 feet 4 inches.,Alice is tall.,0.9511211514472961,0.0017022349638864398,0.04717668890953064,roberta-large-mnli
Alice,8,4,short,Alice's height is 8 feet 4 inches.,Alice is short.,0.0932273343205452,0.7567867040634155,0.14998601377010345,roberta-large-mnli
Alice,8,5,tall,Alice's height is 8 feet 5 inches.,Alice is tall.,0.9544717669487,0.0014505090657621622,0.04407769814133644,roberta-large-mnli
Alice,8,5,short,Alice's height is 8 feet 5 inches.,Alice is short.,0.04572225734591484,0.8686943054199219,0.08558344841003418,roberta-large-mnli
Alice,8,6,tall,Alice's height is 8 feet 6 inches.,Alice is tall.,0.9557663202285767,0.0014543836005032063,0.0427793487906456,roberta-large-mnli
Alice,8,6,short,Alice's height is 8 feet 6 inches.,Alice is short.,0.04368753731250763,0.8755737543106079,0.08073871582746506,roberta-large-mnli
Alice,8,7,tall,Alice's height is 8 feet 7 inches.,Alice is tall.,0.952503502368927,0.001611916464753449,0.04588455706834793,roberta-large-mnli
Alice,8,7,short,Alice's height is 8 feet 7 inches.,Alice is short.,0.07351233065128326,0.8038080334663391,0.12267962843179703,roberta-large-mnli
Alice,8,8,tall,Alice's height is 8 feet 8 inches.,Alice is tall.,0.9498755931854248,0.0019526114920154214,0.048171814531087875,roberta-large-mnli
Alice,8,8,short,Alice's height is 8 feet 8 inches.,Alice is short.,0.14380991458892822,0.6571460962295532,0.19904394447803497,roberta-large-mnli
Alice,8,9,tall,Alice's height is 8 feet 9 inches.,Alice is tall.,0.9472387433052063,0.0019449138781055808,0.05081627890467644,roberta-large-mnli
Alice,8,9,short,Alice's height is 8 feet 9 inches.,Alice is short.,0.1683584451675415,0.5818023085594177,0.24983930587768555,roberta-large-mnli
Alice,8,10,tall,Alice's height is 8 feet 10 inches.,Alice is tall.,0.9463181495666504,0.0019581285305321217,0.051723662763834,roberta-large-mnli
Alice,8,10,short,Alice's height is 8 feet 10 inches.,Alice is short.,0.16021521389484406,0.6183576583862305,0.22142712771892548,roberta-large-mnli
Alice,8,11,tall,Alice's height is 8 feet 11 inches.,Alice is tall.,0.9451473355293274,0.0019284506561234593,0.052924152463674545,roberta-large-mnli
Alice,8,11,short,Alice's height is 8 feet 11 inches.,Alice is short.,0.18771806359291077,0.5480700135231018,0.26421189308166504,roberta-large-mnli
Amanda,2,1,tall,Amanda's height is 2 feet 1 inches.,Amanda is tall.,0.3033391833305359,0.6150645017623901,0.08159635215997696,roberta-large-mnli
Amanda,2,1,short,Amanda's height is 2 feet 1 inches.,Amanda is short.,0.6928021907806396,0.016551170498132706,0.2906467318534851,roberta-large-mnli
Amanda,2,2,tall,Amanda's height is 2 feet 2 inches.,Amanda is tall.,0.30976802110671997,0.6086233258247375,0.08160867542028427,roberta-large-mnli
Amanda,2,2,short,Amanda's height is 2 feet 2 inches.,Amanda is short.,0.6868351697921753,0.016668453812599182,0.2964963912963867,roberta-large-mnli
Amanda,2,3,tall,Amanda's height is 2 feet 3 inches.,Amanda is tall.,0.2940218150615692,0.6271126866340637,0.07886553555727005,roberta-large-mnli
Amanda,2,3,short,Amanda's height is 2 feet 3 inches.,Amanda is short.,0.6909974217414856,0.014501768164336681,0.29450079798698425,roberta-large-mnli
Amanda,2,4,tall,Amanda's height is 2 feet 4 inches.,Amanda is tall.,0.29601016640663147,0.624904990196228,0.07908480614423752,roberta-large-mnli
Amanda,2,4,short,Amanda's height is 2 feet 4 inches.,Amanda is short.,0.7024596929550171,0.011776136234402657,0.2857641875743866,roberta-large-mnli
Amanda,2,5,tall,Amanda's height is 2 feet 5 inches.,Amanda is tall.,0.36833393573760986,0.539806604385376,0.09185952693223953,roberta-large-mnli
Amanda,2,5,short,Amanda's height is 2 feet 5 inches.,Amanda is short.,0.7047638893127441,0.013133902102708817,0.28210219740867615,roberta-large-mnli
Amanda,2,6,tall,Amanda's height is 2 feet 6 inches.,Amanda is tall.,0.44708576798439026,0.4482562839984894,0.10465796291828156,roberta-large-mnli
Amanda,2,6,short,Amanda's height is 2 feet 6 inches.,Amanda is short.,0.6883343458175659,0.01592209003865719,0.29574349522590637,roberta-large-mnli
Amanda,2,7,tall,Amanda's height is 2 feet 7 inches.,Amanda is tall.,0.5229992866516113,0.35992735624313354,0.11707336455583572,roberta-large-mnli
Amanda,2,7,short,Amanda's height is 2 feet 7 inches.,Amanda is short.,0.6703845262527466,0.018887823447585106,0.31072762608528137,roberta-large-mnli
Amanda,2,8,tall,Amanda's height is 2 feet 8 inches.,Amanda is tall.,0.47289809584617615,0.4164615273475647,0.11064030230045319,roberta-large-mnli
Amanda,2,8,short,Amanda's height is 2 feet 8 inches.,Amanda is short.,0.6837688684463501,0.015716014429926872,0.3005151152610779,roberta-large-mnli
Amanda,2,9,tall,Amanda's height is 2 feet 9 inches.,Amanda is tall.,0.4695131778717041,0.4176620543003082,0.11282471567392349,roberta-large-mnli
Amanda,2,9,short,Amanda's height is 2 feet 9 inches.,Amanda is short.,0.6704052686691284,0.015619671903550625,0.3139750361442566,roberta-large-mnli
Amanda,2,10,tall,Amanda's height is 2 feet 10 inches.,Amanda is tall.,0.39290285110473633,0.5113731622695923,0.0957239419221878,roberta-large-mnli
Amanda,2,10,short,Amanda's height is 2 feet 10 inches.,Amanda is short.,0.7167261242866516,0.012139677070081234,0.2711341381072998,roberta-large-mnli
Amanda,2,11,tall,Amanda's height is 2 feet 11 inches.,Amanda is tall.,0.5424299240112305,0.3258816599845886,0.1316884160041809,roberta-large-mnli
Amanda,2,11,short,Amanda's height is 2 feet 11 inches.,Amanda is short.,0.6671059727668762,0.016159405931830406,0.31673464179039,roberta-large-mnli
Amanda,3,1,tall,Amanda's height is 3 feet 1 inches.,Amanda is tall.,0.39541178941726685,0.50782310962677,0.09676511585712433,roberta-large-mnli
Amanda,3,1,short,Amanda's height is 3 feet 1 inches.,Amanda is short.,0.6475454568862915,0.028832776471972466,0.32362180948257446,roberta-large-mnli
Amanda,3,2,tall,Amanda's height is 3 feet 2 inches.,Amanda is tall.,0.40938934683799744,0.49228399991989136,0.0983266681432724,roberta-large-mnli
Amanda,3,2,short,Amanda's height is 3 feet 2 inches.,Amanda is short.,0.6169520616531372,0.039288926869630814,0.34375903010368347,roberta-large-mnli
Amanda,3,3,tall,Amanda's height is 3 feet 3 inches.,Amanda is tall.,0.28453874588012695,0.6415541172027588,0.07390712946653366,roberta-large-mnli
Amanda,3,3,short,Amanda's height is 3 feet 3 inches.,Amanda is short.,0.6940377354621887,0.014845987781882286,0.29111626744270325,roberta-large-mnli
Amanda,3,4,tall,Amanda's height is 3 feet 4 inches.,Amanda is tall.,0.29446685314178467,0.6274863481521606,0.07804679870605469,roberta-large-mnli
Amanda,3,4,short,Amanda's height is 3 feet 4 inches.,Amanda is short.,0.6743819117546082,0.01630447618663311,0.30931356549263,roberta-large-mnli
Amanda,3,5,tall,Amanda's height is 3 feet 5 inches.,Amanda is tall.,0.27700692415237427,0.6519900560379028,0.07100296765565872,roberta-large-mnli
Amanda,3,5,short,Amanda's height is 3 feet 5 inches.,Amanda is short.,0.701644778251648,0.013772515580058098,0.2845827639102936,roberta-large-mnli
Amanda,3,6,tall,Amanda's height is 3 feet 6 inches.,Amanda is tall.,0.33627694845199585,0.5835817456245422,0.0801413431763649,roberta-large-mnli
Amanda,3,6,short,Amanda's height is 3 feet 6 inches.,Amanda is short.,0.6967626810073853,0.01419916283339262,0.28903821110725403,roberta-large-mnli
Amanda,3,7,tall,Amanda's height is 3 feet 7 inches.,Amanda is tall.,0.40158286690711975,0.5060964226722717,0.09232071787118912,roberta-large-mnli
